Area Nm,URL,F_This Month,Weekday,읍면리,Address,Base Date(YYYYMM),Base Month(MM),Base Mt,Base Year,Contentsid,Param Date,Cnt,힐링,감성,자연,체험,커플,가족,액티비티,사진명소,카페투어,맛집탐방,Cnt_norm,힐링_추천점수,감성_추천점수,자연_추천점수,체험_추천점수,커플_추천점수,가족_추천점수,액티비티_추천점수,사진명소_추천점수,카페투어_추천점수,맛집탐방_추천점수,최고추천성향,최고추천점수
제주관광공사 중문면세점 (내국인),https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500741,참,FRI,중문동,제주특별자치도 서귀포시 중문관광로 224(중문동) 제주국제컨벤션센터 1F,2025. 1. 1.,1,1,2025,CONT_000000000500741,2025. 1. 1.,80,0,0,0,0,0,0,0,0,0,0,0.07092198581560284,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,힐링,0.02127659574468085
서귀포매일올레시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500731,참,FRI,서귀동 277-1,서귀포시 중앙로 54번길 35 (서귀동 277-1),2025. 1. 1.,1,1,2025,CONT_000000000500731,2025. 1. 1.,182,0,0,0,0,0,0,0,0,0,0,0.16134751773049646,0.04840425531914894,0.04840425531914894,0.04840425531914894,0.04840425531914894,0.04840425531914894,0.04840425531914894,0.04840425531914894,0.04840425531914894,0.04840425531914894,0.04840425531914894,힐링,0.04840425531914894
탐라동주,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000010434,참,FRI,중문동,제주특별자치도 서귀포시 중문동 2700,2025. 1. 1.,1,1,2025,CNTS_200000000010434,2025. 1. 1.,11,0,0,0,0,0,0,0,0,0,0,0.00975177304964539,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,힐링,0.002925531914893617
농업회사법인 나무와열매 주식회사,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000010377,참,FRI,안덕면,제주특별자치도 서귀포시 안덕면 덕수리 2180,2025. 1. 1.,1,1,2025,CNTS_200000000010377,2025. 1. 1.,19,1,0,0,0,0,0,0,0,0,0,0.016843971631205674,0.7050531914893616,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,힐링,0.7050531914893616
선물고팡,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000008531,참,FRI,용담이동,제주특별자치도 제주시 용담이동 2745-1,2025. 1. 1.,1,1,2025,CNTS_200000000008531,2025. 1. 1.,22,0,0,0,0,0,0,0,0,0,0,0.01950354609929078,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,힐링,0.005851063829787234
한림민속오일시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500759,참,FRI,한림읍,제주특별자치도 제주시 한림읍 대림리 1698-4,2025. 1. 1.,1,1,2025,CONT_000000000500759,2025. 1. 1.,37,0,0,0,0,0,0,0,0,0,0,0.03280141843971631,0.009840425531914892,0.009840425531914892,0.009840425531914892,0.009840425531914892,0.009840425531914892,0.009840425531914892,0.009840425531914892,0.009840425531914892,0.009840425531914892,0.009840425531914892,힐링,0.009840425531914892
제주민속오일시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500748,참,FRI,도두일동,제주특별자치도 제주시 도두일동 1212,2025. 1. 1.,1,1,2025,CONT_000000000500748,2025. 1. 1.,202,0,0,0,0,0,0,0,0,0,0,0.17907801418439717,0.05372340425531915,0.05372340425531915,0.05372340425531915,0.05372340425531915,0.05372340425531915,0.05372340425531915,0.05372340425531915,0.05372340425531915,0.05372340425531915,0.05372340425531915,힐링,0.05372340425531915
동문재래시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500745,참,FRI,이도일동,제주특별자치도 제주시 이도일동 1436-7,2025. 1. 1.,1,1,2025,CONT_000000000500745,2025. 1. 1.,254,0,0,0,0,0,0,0,0,0,0,0.225177304964539,0.0675531914893617,0.0675531914893617,0.0675531914893617,0.0675531914893617,0.0675531914893617,0.0675531914893617,0.0675531914893617,0.0675531914893617,0.0675531914893617,0.0675531914893617,힐링,0.0675531914893617
제주칠성로상가,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500750,참,FRI,일도1동,제주특별자치도 제주시 일도1동 1476-20,2025. 1. 1.,1,1,2025,CONT_000000000500750,2025. 1. 1.,24,0,0,0,0,0,0,0,0,0,0,0.02127659574468085,0.006382978723404255,0.006382978723404255,0.006382978723404255,0.006382978723404255,0.006382978723404255,0.006382978723404255,0.006382978723404255,0.006382978723404255,0.006382978723404255,0.006382978723404255,힐링,0.006382978723404255
세화해녀민속오일시장,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000021519,참,FRI,구좌읍,제주특별자치도 제주시 구좌읍 세화리,2025. 1. 1.,1,1,2025,CNTS_000000000021519,2025. 1. 1.,74,0,0,0,0,0,0,0,0,0,0,0.06560283687943262,0.019680851063829784,0.019680851063829784,0.019680851063829784,0.019680851063829784,0.019680851063829784,0.019680851063829784,0.019680851063829784,0.019680851063829784,0.019680851063829784,0.019680851063829784,힐링,0.019680851063829784
모슬포중앙시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500724,참,FRI,대정읍,제주특별자치도 서귀포시 대정읍 하모리 841-32,2025. 1. 1.,1,1,2025,CONT_000000000500724,2025. 1. 1.,12,0,0,0,0,0,0,0,0,0,0,0.010638297872340425,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,힐링,0.0031914893617021275
신세계사이먼 제주 프리미엄 전문점,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000012093,참,FRI,안덕면,"제주특별자치도 서귀포시 안덕면 서광리 산 24 신세계사이먼 제주 프리미엄 전문점 G층, B1층",2025. 1. 1.,1,1,2025,CNTS_200000000012093,2025. 1. 1.,15,0,0,0,0,0,0,0,0,0,0,0.013297872340425532,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,힐링,0.003989361702127659
중문향토오일시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500752,참,FRI,중문동,제주특별자치도 서귀포시 중문동 2123-1,2025. 1. 1.,1,1,2025,CONT_000000000500752,2025. 1. 1.,33,0,0,0,0,0,0,0,0,0,0,0.02925531914893617,0.008776595744680852,0.008776595744680852,0.008776595744680852,0.008776595744680852,0.008776595744680852,0.008776595744680852,0.008776595744680852,0.008776595744680852,0.008776595744680852,0.008776595744680852,힐링,0.008776595744680852
서귀포향토오일시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500732,참,FRI,동홍동,제주특별자치도 서귀포시 동홍동 779-1,2025. 1. 1.,1,1,2025,CONT_000000000500732,2025. 1. 1.,49,0,0,0,0,0,0,0,0,0,0,0.04343971631205674,0.013031914893617021,0.013031914893617021,0.013031914893617021,0.013031914893617021,0.013031914893617021,0.013031914893617021,0.013031914893617021,0.013031914893617021,0.013031914893617021,0.013031914893617021,힐링,0.013031914893617021
곱은과일,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022414,참,FRI,서귀동,제주특별자치도 서귀포시 서귀동 286-5,2025. 1. 1.,1,1,2025,CNTS_000000000022414,2025. 1. 1.,18,0,0,0,0,0,0,0,0,0,0,0.015957446808510637,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,힐링,0.004787234042553191
구들책방,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,6,0,0,0,0,0,0,0,0,0,0,0.005319148936170213,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,힐링,0.0015957446808510637
신라면세점 제주점,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,7,0,0,0,0,0,0,0,0,0,0,0.0062056737588652485,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,힐링,0.0018617021276595746
선물가게 바나나,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,8,0,0,0,0,0,0,0,0,0,0,0.0070921985815602835,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,힐링,0.002127659574468085
이제주숍,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022362,참,MON,이도이동,제주특별자치도 제주시 이도이동 390,2025. 1. 1.,1,1,2025,CNTS_000000000022362,2025. 1. 1.,8,0,0,0,0,0,0,0,0,0,0,0.0070921985815602835,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,힐링,0.002127659574468085
와인점방 서귀포점,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,9,0,0,0,0,0,0,0,0,0,0,0.007978723404255319,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,힐링,0.0023936170212765953
필름로그 제주직영점,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,9,0,0,0,0,0,0,0,0,0,0,0.007978723404255319,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,힐링,0.0023936170212765953
돌멩이 소품샵,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,10,0,1,0,0,0,0,0,0,0,0,0.008865248226950355,0.0026595744680851063,0.702659574468085,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,감성,0.702659574468085
올레야시장,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,10,0,0,0,0,0,0,0,0,0,0,0.008865248226950355,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,힐링,0.0026595744680851063
943스튜디오,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,11,0,0,0,0,0,0,0,0,0,0,0.00975177304964539,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,힐링,0.002925531914893617
제주 중앙지하상가,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000012176,참,MON,일도일동,제주특별자치도 제주시 일도일동 1425-3,2025. 1. 1.,1,1,2025,CNTS_200000000012176,2025. 1. 1.,11,0,0,0,0,0,0,0,0,0,0,0.00975177304964539,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,힐링,0.002925531914893617
샵제주,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,12,0,0,0,0,0,0,0,0,0,0,0.010638297872340425,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,힐링,0.0031914893617021275
현승이네농장,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000020147,참,MON,애월읍,제주특별자치도 제주시 애월읍 신엄리 16,2025. 1. 1.,1,1,2025,CNTS_000000000020147,2025. 1. 1.,12,0,0,0,0,0,0,0,0,0,0,0.010638297872340425,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,힐링,0.0031914893617021275
귤귤스토어 애월점(폐업),,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,13,0,0,0,0,0,0,0,0,0,0,0.01152482269503546,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,힐링,0.003457446808510638
소길별하,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,16,0,0,0,0,0,0,0,0,0,0,0.014184397163120567,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,힐링,0.00425531914893617
제이샵 라운지제이,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,21,0,0,0,0,0,0,0,0,0,0,0.018617021276595744,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.005585106382978723,힐링,0.005585106382978723
동문수산시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500744,참,MON,이도일동,제주특별자치도 제주시 이도일동 1349-1,2025. 1. 1.,1,1,2025,CONT_000000000500744,2025. 1. 1.,23,1,0,1,0,0,0,0,0,0,0,0.020390070921985817,0.7061170212765957,0.006117021276595745,0.7061170212765957,0.006117021276595745,0.006117021276595745,0.006117021276595745,0.006117021276595745,0.006117021276595745,0.006117021276595745,0.006117021276595745,힐링,0.7061170212765957
아쿠아플라넷 제주 기념품샵,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,25,0,0,0,0,0,0,0,0,0,0,0.022163120567375887,0.006648936170212766,0.006648936170212766,0.006648936170212766,0.006648936170212766,0.006648936170212766,0.006648936170212766,0.006648936170212766,0.006648936170212766,0.006648936170212766,0.006648936170212766,힐링,0.006648936170212766
서귀포농협하나로마트,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000012742,참,MON,토평동,제주특별자치도 서귀포시 토평동 880-1,2025. 1. 1.,1,1,2025,CNTS_200000000012742,2025. 1. 1.,27,0,0,0,0,0,0,0,0,0,0,0.023936170212765957,0.007180851063829787,0.007180851063829787,0.007180851063829787,0.007180851063829787,0.007180851063829787,0.007180851063829787,0.007180851063829787,0.007180851063829787,0.007180851063829787,0.007180851063829787,힐링,0.007180851063829787
성산-고성오일시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500714,참,MON,성산읍,제주특별자치도 서귀포시 성산읍 고성리 1180-34,2025. 1. 1.,1,1,2025,CONT_000000000500714,2025. 1. 1.,40,1,0,1,0,0,0,0,0,0,0,0.03546099290780142,0.7106382978723403,0.010638297872340425,0.7106382978723403,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.010638297872340425,힐링,0.7106382978723403
제주관광공사 중문면세점 (내국인),https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500741,참,MON,중문동,제주특별자치도 서귀포시 중문관광로 224(중문동) 제주국제컨벤션센터 1F,2025. 1. 1.,1,1,2025,CONT_000000000500741,2025. 1. 1.,68,0,0,0,0,0,0,0,0,0,0,0.06028368794326241,0.018085106382978722,0.018085106382978722,0.018085106382978722,0.018085106382978722,0.018085106382978722,0.018085106382978722,0.018085106382978722,0.018085106382978722,0.018085106382978722,0.018085106382978722,힐링,0.018085106382978722
서귀포매일올레시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500731,참,MON,서귀동 277-1,서귀포시 중앙로 54번길 35 (서귀동 277-1),2025. 1. 1.,1,1,2025,CONT_000000000500731,2025. 1. 1.,138,0,0,0,0,0,0,0,0,0,0,0.12234042553191489,0.036702127659574466,0.036702127659574466,0.036702127659574466,0.036702127659574466,0.036702127659574466,0.036702127659574466,0.036702127659574466,0.036702127659574466,0.036702127659574466,0.036702127659574466,힐링,0.036702127659574466
탐라동주,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000010434,참,MON,중문동,제주특별자치도 서귀포시 중문동 2700,2025. 1. 1.,1,1,2025,CNTS_200000000010434,2025. 1. 1.,17,0,0,0,0,0,0,0,0,0,0,0.015070921985815602,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,힐링,0.0045212765957446804
농업회사법인 나무와열매 주식회사,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000010377,참,MON,안덕면,제주특별자치도 서귀포시 안덕면 덕수리 2180,2025. 1. 1.,1,1,2025,CNTS_200000000010377,2025. 1. 1.,17,1,0,0,0,0,0,0,0,0,0,0.015070921985815602,0.7045212765957446,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,0.0045212765957446804,힐링,0.7045212765957446
선물고팡,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000008531,참,MON,용담이동,제주특별자치도 제주시 용담이동 2745-1,2025. 1. 1.,1,1,2025,CNTS_200000000008531,2025. 1. 1.,22,0,0,0,0,0,0,0,0,0,0,0.01950354609929078,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,힐링,0.005851063829787234
한림민속오일시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500759,참,MON,한림읍,제주특별자치도 제주시 한림읍 대림리 1698-4,2025. 1. 1.,1,1,2025,CONT_000000000500759,2025. 1. 1.,15,0,0,0,0,0,0,0,0,0,0,0.013297872340425532,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,힐링,0.003989361702127659
제주민속오일시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500748,참,MON,도두일동,제주특별자치도 제주시 도두일동 1212,2025. 1. 1.,1,1,2025,CONT_000000000500748,2025. 1. 1.,222,0,0,0,0,0,0,0,0,0,0,0.19680851063829788,0.059042553191489364,0.059042553191489364,0.059042553191489364,0.059042553191489364,0.059042553191489364,0.059042553191489364,0.059042553191489364,0.059042553191489364,0.059042553191489364,0.059042553191489364,힐링,0.059042553191489364
동문재래시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500745,참,MON,이도일동,제주특별자치도 제주시 이도일동 1436-7,2025. 1. 1.,1,1,2025,CONT_000000000500745,2025. 1. 1.,233,0,0,0,0,0,0,0,0,0,0,0.20656028368794327,0.06196808510638298,0.06196808510638298,0.06196808510638298,0.06196808510638298,0.06196808510638298,0.06196808510638298,0.06196808510638298,0.06196808510638298,0.06196808510638298,0.06196808510638298,힐링,0.06196808510638298
제주칠성로상가,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500750,참,MON,일도1동,제주특별자치도 제주시 일도1동 1476-20,2025. 1. 1.,1,1,2025,CONT_000000000500750,2025. 1. 1.,18,0,0,0,0,0,0,0,0,0,0,0.015957446808510637,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,힐링,0.004787234042553191
세화해녀민속오일시장,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000021519,참,MON,구좌읍,제주특별자치도 제주시 구좌읍 세화리,2025. 1. 1.,1,1,2025,CNTS_000000000021519,2025. 1. 1.,39,0,0,0,0,0,0,0,0,0,0,0.034574468085106384,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,힐링,0.010372340425531914
모슬포중앙시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500724,참,MON,대정읍,제주특별자치도 서귀포시 대정읍 하모리 841-32,2025. 1. 1.,1,1,2025,CONT_000000000500724,2025. 1. 1.,8,0,0,0,0,0,0,0,0,0,0,0.0070921985815602835,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,힐링,0.002127659574468085
신세계사이먼 제주 프리미엄 전문점,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000012093,참,MON,안덕면,"제주특별자치도 서귀포시 안덕면 서광리 산 24 신세계사이먼 제주 프리미엄 전문점 G층, B1층",2025. 1. 1.,1,1,2025,CNTS_200000000012093,2025. 1. 1.,16,0,0,0,0,0,0,0,0,0,0,0.014184397163120567,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,힐링,0.00425531914893617
중문향토오일시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500752,참,MON,중문동,제주특별자치도 서귀포시 중문동 2123-1,2025. 1. 1.,1,1,2025,CONT_000000000500752,2025. 1. 1.,20,0,0,0,0,0,0,0,0,0,0,0.01773049645390071,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,힐링,0.005319148936170213
서귀포향토오일시장,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500732,참,MON,동홍동,제주특별자치도 서귀포시 동홍동 779-1,2025. 1. 1.,1,1,2025,CONT_000000000500732,2025. 1. 1.,39,0,0,0,0,0,0,0,0,0,0,0.034574468085106384,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,0.010372340425531914,힐링,0.010372340425531914
곱은과일,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022414,참,MON,서귀동,제주특별자치도 서귀포시 서귀동 286-5,2025. 1. 1.,1,1,2025,CNTS_000000000022414,2025. 1. 1.,15,0,0,0,0,0,0,0,0,0,0,0.013297872340425532,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,힐링,0.003989361702127659
신라면세점 제주점,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,3,0,0,0,0,0,0,0,0,0,0,0.0026595744680851063,0.0007978723404255319,0.0007978723404255319,0.0007978723404255319,0.0007978723404255319,0.0007978723404255319,0.0007978723404255319,0.0007978723404255319,0.0007978723404255319,0.0007978723404255319,0.0007978723404255319,힐링,0.0007978723404255319
귤귤스토어 애월점(폐업),,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,4,0,0,0,0,0,0,0,0,0,0,0.0035460992907801418,0.0010638297872340426,0.0010638297872340426,0.0010638297872340426,0.0010638297872340426,0.0010638297872340426,0.0010638297872340426,0.0010638297872340426,0.0010638297872340426,0.0010638297872340426,0.0010638297872340426,힐링,0.0010638297872340426
샵제주,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,7,0,0,0,0,0,0,0,0,0,0,0.0062056737588652485,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,힐링,0.0018617021276595746
구들책방,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,8,0,0,0,0,0,0,0,0,0,0,0.0070921985815602835,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,힐링,0.002127659574468085
선물가게 바나나,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,8,0,0,0,0,0,0,0,0,0,0,0.0070921985815602835,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,힐링,0.002127659574468085
올레야시장,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,8,0,0,0,0,0,0,0,0,0,0,0.0070921985815602835,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,힐링,0.002127659574468085
필름로그 제주직영점,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,8,0,0,0,0,0,0,0,0,0,0,0.0070921985815602835,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,힐링,0.002127659574468085
이제주숍,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022362,참,SAT,이도이동,제주특별자치도 제주시 이도이동 390,2025. 1. 1.,1,1,2025,CNTS_000000000022362,2025. 1. 1.,9,0,0,0,0,0,0,0,0,0,0,0.007978723404255319,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,힐링,0.0023936170212765953
943스튜디오,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,10,0,0,0,0,0,0,0,0,0,0,0.008865248226950355,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,힐링,0.0026595744680851063
와인점방 서귀포점,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,10,0,0,0,0,0,0,0,0,0,0,0.008865248226950355,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,힐링,0.0026595744680851063
