Area Nm,URL,F_This Month,Weekday,읍면리,Address,Base Date(YYYYMM),Base Month(MM),Base Mt,Base Year,Contentsid,Param Date,Cnt,힐링,감성,자연,체험,커플,가족,액티비티,사진명소,카페투어,맛집탐방,Cnt_norm,힐링_추천점수,감성_추천점수,자연_추천점수,체험_추천점수,커플_추천점수,가족_추천점수,액티비티_추천점수,사진명소_추천점수,카페투어_추천점수,맛집탐방_추천점수,최고추천성향,최고추천점수
한라축산정육식당 노형점,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000013013,참,FRI,노형동,제주특별자치도 제주시 노형동 149,2025. 1. 1.,1,1,2025,CNTS_200000000013013,2025. 1. 1.,8,1,0,1,0,0,0,0,0,0,1,0.0070921985815602835,0.702127659574468,0.002127659574468085,0.702127659574468,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.702127659574468,힐링,0.702127659574468
해일리 카페,,참,FRI,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,9,0,1,0,0,1,0,0,0,1,1,0.007978723404255319,0.0023936170212765953,0.7023936170212766,0.0023936170212765953,0.0023936170212765953,0.7023936170212766,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.7023936170212766,0.7023936170212766,감성,0.7023936170212766
해송갈치 제주성산일출봉점,,참,FRI,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,13,1,0,2,0,0,0,0,1,0,0,0.01152482269503546,0.7034574468085106,0.003457446808510638,1.4034574468085106,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.7034574468085106,0.003457446808510638,0.003457446808510638,자연,1.4034574468085106
최고집,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000501382,참,FRI,서호동,제주특별자치도 서귀포시 서호동 1477-6,2025. 1. 1.,1,1,2025,CONT_000000000501382,2025. 1. 1.,13,0,0,0,0,0,0,0,0,0,0,0.01152482269503546,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,힐링,0.003457446808510638
청파식당횟집,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000012682,참,FRI,구좌읍,제주특별자치도 제주시 구좌읍 세화리 3648-5,2025. 1. 1.,1,1,2025,CNTS_200000000012682,2025. 1. 1.,13,0,0,0,0,0,0,0,0,0,2,0.01152482269503546,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,1.4034574468085106,맛집탐방,1.4034574468085106
제주신화월드 르쉬느아 (Le Chinois),,참,FRI,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,14,0,0,0,0,0,0,0,0,0,0,0.012411347517730497,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,힐링,0.003723404255319149
중문색달통갈치 본점,,참,FRI,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,14,0,0,0,0,0,0,0,0,0,0,0.012411347517730497,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,힐링,0.003723404255319149
친봉산장,,참,FRI,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,14,1,0,1,0,0,0,0,0,0,0,0.012411347517730497,0.7037234042553191,0.003723404255319149,0.7037234042553191,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,힐링,0.7037234042553191
카페방주,,참,FRI,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,14,0,1,0,0,1,0,0,0,1,1,0.012411347517730497,0.003723404255319149,0.7037234042553191,0.003723404255319149,0.003723404255319149,0.7037234042553191,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.7037234042553191,0.7037234042553191,감성,0.7037234042553191
한림칼국수,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018374,참,FRI,한림읍,제주특별자치도 제주시 한림읍 한림리 1328-15,2025. 1. 1.,1,1,2025,CNTS_000000000018374,2025. 1. 1.,14,0,0,0,0,0,0,0,0,0,0,0.012411347517730497,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,힐링,0.003723404255319149
핀크스 비오토피아,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022666,참,FRI,안덕면,서귀포시 안덕면 상천리 791,2025. 1. 1.,1,1,2025,CNTS_000000000022666,2025. 1. 1.,18,0,0,0,0,0,0,0,0,0,0,0.015957446808510637,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,0.004787234042553191,힐링,0.004787234042553191
제주신화월드 제주선,,참,FRI,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,20,0,0,0,0,0,0,0,0,0,0,0.01773049645390071,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,힐링,0.005319148936170213
크럼블,,참,FRI,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,20,0,0,0,0,0,0,0,0,0,0,0.01773049645390071,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,힐링,0.005319148936170213
카멜커피,,참,FRI,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,26,0,0,0,0,0,0,0,0,1,1,0.02304964539007092,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.7069148936170212,0.7069148936170212,카페투어,0.7069148936170212
카페공작소,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018312,참,FRI,구좌읍,제주특별자치도 제주시 구좌읍 세화리 1477-4,2025. 1. 1.,1,1,2025,CNTS_000000000018312,2025. 1. 1.,8,0,1,0,0,1,0,0,0,1,1,0.0070921985815602835,0.002127659574468085,0.702127659574468,0.002127659574468085,0.002127659574468085,0.702127659574468,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.702127659574468,0.702127659574468,감성,0.702127659574468
하하호호(HAHAHOHO),https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018578,참,FRI,우도면,제주특별자치도 제주시 우도면 연평리 859,2025. 1. 1.,1,1,2025,CNTS_000000000018578,2025. 1. 1.,11,0,0,0,0,0,0,0,0,0,0,0.00975177304964539,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,힐링,0.002925531914893617
흑한우명품관,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000001071,참,FRI,토평동,제주특별자치도 서귀포시 토평동 262-1,2025. 1. 1.,1,1,2025,CNTS_000000000001071,2025. 1. 1.,22,0,0,0,0,0,0,0,0,0,0,0.01950354609929078,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,힐링,0.005851063829787234
해송갈치 제주성산일출봉점,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,8,1,0,2,0,0,0,0,1,0,0,0.0070921985815602835,0.702127659574468,0.002127659574468085,1.402127659574468,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.702127659574468,0.002127659574468085,0.002127659574468085,자연,1.402127659574468
한라축산정육식당 노형점,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000013013,참,MON,노형동,제주특별자치도 제주시 노형동 149,2025. 1. 1.,1,1,2025,CNTS_200000000013013,2025. 1. 1.,9,1,0,1,0,0,0,0,0,0,1,0.007978723404255319,0.7023936170212766,0.0023936170212765953,0.7023936170212766,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.7023936170212766,힐링,0.7023936170212766
중문색달통갈치 본점,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,11,0,0,0,0,0,0,0,0,0,0,0.00975177304964539,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,힐링,0.002925531914893617
카페방주,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,11,0,1,0,0,1,0,0,0,1,1,0.00975177304964539,0.002925531914893617,0.7029255319148936,0.002925531914893617,0.002925531914893617,0.7029255319148936,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.7029255319148936,0.7029255319148936,감성,0.7029255319148936
해일리 카페,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,11,0,1,0,0,1,0,0,0,1,1,0.00975177304964539,0.002925531914893617,0.7029255319148936,0.002925531914893617,0.002925531914893617,0.7029255319148936,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.7029255319148936,0.7029255319148936,감성,0.7029255319148936
최고집,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000501382,참,MON,서호동,제주특별자치도 서귀포시 서호동 1477-6,2025. 1. 1.,1,1,2025,CONT_000000000501382,2025. 1. 1.,11,0,0,0,0,0,0,0,0,0,0,0.00975177304964539,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,힐링,0.002925531914893617
한림칼국수,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018374,참,MON,한림읍,제주특별자치도 제주시 한림읍 한림리 1328-15,2025. 1. 1.,1,1,2025,CNTS_000000000018374,2025. 1. 1.,11,0,0,0,0,0,0,0,0,0,0,0.00975177304964539,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,힐링,0.002925531914893617
청파식당횟집,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000012682,참,MON,구좌읍,제주특별자치도 제주시 구좌읍 세화리 3648-5,2025. 1. 1.,1,1,2025,CNTS_200000000012682,2025. 1. 1.,12,0,0,0,0,0,0,0,0,0,2,0.010638297872340425,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,1.4031914893617021,맛집탐방,1.4031914893617021
제주신화월드 제주선,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,16,0,0,0,0,0,0,0,0,0,0,0.014184397163120567,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,힐링,0.00425531914893617
핀크스 비오토피아,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022666,참,MON,안덕면,서귀포시 안덕면 상천리 791,2025. 1. 1.,1,1,2025,CNTS_000000000022666,2025. 1. 1.,19,0,0,0,0,0,0,0,0,0,0,0.016843971631205674,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,힐링,0.005053191489361702
제주신화월드 르쉬느아 (Le Chinois),,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,20,0,0,0,0,0,0,0,0,0,0,0.01773049645390071,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,힐링,0.005319148936170213
친봉산장,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,20,1,0,1,0,0,0,0,0,0,0,0.01773049645390071,0.7053191489361702,0.005319148936170213,0.7053191489361702,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,힐링,0.7053191489361702
크럼블,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,20,0,0,0,0,0,0,0,0,0,0,0.01773049645390071,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,힐링,0.005319148936170213
카멜커피,,참,MON,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,21,0,0,0,0,0,0,0,0,1,1,0.018617021276595744,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.005585106382978723,0.7055851063829787,0.7055851063829787,카페투어,0.7055851063829787
카페공작소,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018312,참,MON,구좌읍,제주특별자치도 제주시 구좌읍 세화리 1477-4,2025. 1. 1.,1,1,2025,CNTS_000000000018312,2025. 1. 1.,11,0,1,0,0,1,0,0,0,1,1,0.00975177304964539,0.002925531914893617,0.7029255319148936,0.002925531914893617,0.002925531914893617,0.7029255319148936,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.7029255319148936,0.7029255319148936,감성,0.7029255319148936
하하호호(HAHAHOHO),https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018578,참,MON,우도면,제주특별자치도 제주시 우도면 연평리 859,2025. 1. 1.,1,1,2025,CNTS_000000000018578,2025. 1. 1.,15,0,0,0,0,0,0,0,0,0,0,0.013297872340425532,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,힐링,0.003989361702127659
흑한우명품관,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000001071,참,MON,토평동,제주특별자치도 서귀포시 토평동 262-1,2025. 1. 1.,1,1,2025,CNTS_000000000001071,2025. 1. 1.,26,0,0,0,0,0,0,0,0,0,0,0.02304964539007092,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.006914893617021276,0.006914893617021276,힐링,0.006914893617021276
카페방주,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,6,0,1,0,0,1,0,0,0,1,1,0.005319148936170213,0.0015957446808510637,0.7015957446808511,0.0015957446808510637,0.0015957446808510637,0.7015957446808511,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.7015957446808511,0.7015957446808511,감성,0.7015957446808511
친봉산장,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,8,1,0,1,0,0,0,0,0,0,0,0.0070921985815602835,0.702127659574468,0.002127659574468085,0.702127659574468,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,힐링,0.702127659574468
최고집,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000501382,참,SAT,서호동,제주특별자치도 서귀포시 서호동 1477-6,2025. 1. 1.,1,1,2025,CONT_000000000501382,2025. 1. 1.,8,0,0,0,0,0,0,0,0,0,0,0.0070921985815602835,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,힐링,0.002127659574468085
한라축산정육식당 노형점,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000013013,참,SAT,노형동,제주특별자치도 제주시 노형동 149,2025. 1. 1.,1,1,2025,CNTS_200000000013013,2025. 1. 1.,8,1,0,1,0,0,0,0,0,0,1,0.0070921985815602835,0.702127659574468,0.002127659574468085,0.702127659574468,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.002127659574468085,0.702127659574468,힐링,0.702127659574468
해일리 카페,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,9,0,1,0,0,1,0,0,0,1,1,0.007978723404255319,0.0023936170212765953,0.7023936170212766,0.0023936170212765953,0.0023936170212765953,0.7023936170212766,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.7023936170212766,0.7023936170212766,감성,0.7023936170212766
제주신화월드 제주선,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,10,0,0,0,0,0,0,0,0,0,0,0.008865248226950355,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,힐링,0.0026595744680851063
핀크스 비오토피아,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022666,참,SAT,안덕면,서귀포시 안덕면 상천리 791,2025. 1. 1.,1,1,2025,CNTS_000000000022666,2025. 1. 1.,12,0,0,0,0,0,0,0,0,0,0,0.010638297872340425,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,힐링,0.0031914893617021275
한림칼국수,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018374,참,SAT,한림읍,제주특별자치도 제주시 한림읍 한림리 1328-15,2025. 1. 1.,1,1,2025,CNTS_000000000018374,2025. 1. 1.,12,0,0,0,0,0,0,0,0,0,0,0.010638297872340425,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,0.0031914893617021275,힐링,0.0031914893617021275
제주신화월드 르쉬느아 (Le Chinois),,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,13,0,0,0,0,0,0,0,0,0,0,0.01152482269503546,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,0.003457446808510638,힐링,0.003457446808510638
청파식당횟집,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000012682,참,SAT,구좌읍,제주특별자치도 제주시 구좌읍 세화리 3648-5,2025. 1. 1.,1,1,2025,CNTS_200000000012682,2025. 1. 1.,15,0,0,0,0,0,0,0,0,0,2,0.013297872340425532,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,1.4039893617021275,맛집탐방,1.4039893617021275
카멜커피,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,19,0,0,0,0,0,0,0,0,1,1,0.016843971631205674,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.005053191489361702,0.7050531914893616,0.7050531914893616,카페투어,0.7050531914893616
크럼블,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,20,0,0,0,0,0,0,0,0,0,0,0.01773049645390071,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,힐링,0.005319148936170213
해송갈치 제주성산일출봉점,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,20,1,0,2,0,0,0,0,1,0,0,0.01773049645390071,0.7053191489361702,0.005319148936170213,1.40531914893617,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.7053191489361702,0.005319148936170213,0.005319148936170213,자연,1.40531914893617
중문색달통갈치 본점,,참,SAT,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,22,0,0,0,0,0,0,0,0,0,0,0.01950354609929078,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,0.005851063829787234,힐링,0.005851063829787234
카페공작소,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018312,참,SAT,구좌읍,제주특별자치도 제주시 구좌읍 세화리 1477-4,2025. 1. 1.,1,1,2025,CNTS_000000000018312,2025. 1. 1.,7,0,1,0,0,1,0,0,0,1,1,0.0062056737588652485,0.0018617021276595746,0.7018617021276595,0.0018617021276595746,0.0018617021276595746,0.7018617021276595,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.7018617021276595,0.7018617021276595,감성,0.7018617021276595
하하호호(HAHAHOHO),https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018578,참,SAT,우도면,제주특별자치도 제주시 우도면 연평리 859,2025. 1. 1.,1,1,2025,CNTS_000000000018578,2025. 1. 1.,20,0,0,0,0,0,0,0,0,0,0,0.01773049645390071,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,힐링,0.005319148936170213
흑한우명품관,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000001071,참,SAT,토평동,제주특별자치도 서귀포시 토평동 262-1,2025. 1. 1.,1,1,2025,CNTS_000000000001071,2025. 1. 1.,15,0,0,0,0,0,0,0,0,0,0,0.013297872340425532,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,0.003989361702127659,힐링,0.003989361702127659
제주신화월드 제주선,,참,SUN,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,6,0,0,0,0,0,0,0,0,0,0,0.005319148936170213,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,0.0015957446808510637,힐링,0.0015957446808510637
친봉산장,,참,SUN,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,7,1,0,1,0,0,0,0,0,0,0,0.0062056737588652485,0.7018617021276595,0.0018617021276595746,0.7018617021276595,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,힐링,0.7018617021276595
한라축산정육식당 노형점,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000013013,참,SUN,노형동,제주특별자치도 제주시 노형동 149,2025. 1. 1.,1,1,2025,CNTS_200000000013013,2025. 1. 1.,7,1,0,1,0,0,0,0,0,0,1,0.0062056737588652485,0.7018617021276595,0.0018617021276595746,0.7018617021276595,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.7018617021276595,힐링,0.7018617021276595
청파식당횟집,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000012682,참,SUN,구좌읍,제주특별자치도 제주시 구좌읍 세화리 3648-5,2025. 1. 1.,1,1,2025,CNTS_200000000012682,2025. 1. 1.,7,0,0,0,0,0,0,0,0,0,2,0.0062056737588652485,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,1.4018617021276596,맛집탐방,1.4018617021276596
핀크스 비오토피아,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022666,참,SUN,안덕면,서귀포시 안덕면 상천리 791,2025. 1. 1.,1,1,2025,CNTS_000000000022666,2025. 1. 1.,7,0,0,0,0,0,0,0,0,0,0,0.0062056737588652485,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,0.0018617021276595746,힐링,0.0018617021276595746
해일리 카페,,참,SUN,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,9,0,1,0,0,1,0,0,0,1,1,0.007978723404255319,0.0023936170212765953,0.7023936170212766,0.0023936170212765953,0.0023936170212765953,0.7023936170212766,0.0023936170212765953,0.0023936170212765953,0.0023936170212765953,0.7023936170212766,0.7023936170212766,감성,0.7023936170212766
중문색달통갈치 본점,,참,SUN,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,10,0,0,0,0,0,0,0,0,0,0,0.008865248226950355,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,힐링,0.0026595744680851063
한림칼국수,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018374,참,SUN,한림읍,제주특별자치도 제주시 한림읍 한림리 1328-15,2025. 1. 1.,1,1,2025,CNTS_000000000018374,2025. 1. 1.,10,0,0,0,0,0,0,0,0,0,0,0.008865248226950355,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,힐링,0.0026595744680851063
제주신화월드 르쉬느아 (Le Chinois),,참,SUN,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,11,0,0,0,0,0,0,0,0,0,0,0.00975177304964539,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,0.002925531914893617,힐링,0.002925531914893617
사월의 꿩,,참,SUN,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,14,0,0,0,0,0,0,0,0,0,0,0.012411347517730497,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,힐링,0.003723404255319149
아르떼 키즈파크 제주,,참,SUN,,,2025. 1. 1.,1,1,2025,,2025. 1. 1.,14,0,0,0,0,0,1,0,0,0,0,0.012411347517730497,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.7037234042553191,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,가족,0.7037234042553191
모슬봉 (모슬개오름),https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500193,참,SUN,대정읍,제주특별자치도 서귀포시 대정읍 상모리 3540-2,2025. 1. 1.,1,1,2025,CONT_000000000500193,2025. 1. 1.,14,0,0,1,0,0,0,0,0,0,0,0.012411347517730497,0.003723404255319149,0.003723404255319149,0.7037234042553191,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,0.003723404255319149,자연,0.7037234042553191
