번호,개방서비스명,소재지전체주소,사업장명,문화체육업종명,음식점카페구분,입력주소,X,Y,행정동코드,행정동명,법정동코드,법정동명
1,,,바삭2번출구,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5274009,33.51223586,,일도1동,,일도일동
2,,,올레전복김밥,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5637762,33.24965863,,중앙동,,서귀동
3,,,깡통화덕올레,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5638912,33.24919111,,중앙동,,서귀동
4,,,루루네제주이야기,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.3584107,33.36297804,,애월읍,,애월읍
5,,,월정리밥집,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.7957403,33.55526583,,구좌읍,,구좌읍
6,,,서울국수가게,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.8564757,33.525818,,구좌읍,,구좌읍
7,,,희망이레,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4899722,33.48968783,,연동,,연동
8,,,위드미트,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5619143,33.46034068,,아라동,,아라이동
9,,,왕붕어분식,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6192885,33.2849366,,남원읍,,남원읍
10,,,혼자돼지,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.8968698,33.47717206,,성산읍,,성산읍
11,,,제주보리촌,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5429117,33.49544263,,이도2동,,이도이동
12,,,열정국밥,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4858966,33.49201823,,연동,,연동
13,,,송정동핫도그,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5643878,33.24769115,,정방동,,서귀동
14,,,원꼬치,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5639279,33.24891204,,중앙동,,서귀동
15,,,성산일출상회,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.9360277,33.46263743,,성산읍,,성산읍
16,,,청춘감성쌀핫도그제주,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5380641,33.4931947,,이도2동,,이도이동
17,,,폴카페,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4168929,33.46889632,,애월읍,,애월읍
18,,,떡보킹삼화점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5635312,33.5200801,,화북동,,화북일동
19,,,흑돼지떡갈비올레시장맛집점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5638316,33.24955107,,중앙동,,서귀동
20,,,온정떡방,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5251246,33.51255137,,이도1동,,이도일동
21,,,맛깔,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4336601,33.48760938,,외도동,,외도일동
22,,,뉴페이스,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.852961,33.52458635,,구좌읍,,구좌읍
23,,,명랑쌀핫도그,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5700366,33.25267905,,동홍동,,동홍동
24,,,그린보이즈제주,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5379332,33.49266122,,이도2동,,이도이동
25,,,한화호텔앤드리조트아쿠아플라넷제주,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.9260796,33.43451079,,성산읍,,성산읍
26,,,만덕상회,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5267988,33.51156154,,일도1동,,일도일동
27,,,헬시플레저,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5290776,33.49010413,,이도2동,,도남동
28,,,싱싱프루츠삼화점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5883446,33.51726396,,삼양동,,삼양이동
29,,,대단한탕후루노형,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4856039,33.48040245,,노형동,,노형동
30,,,영영상점연동38호상점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5018082,33.48468353,,연동,,연동
31,,,배떡서귀포,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5053483,33.25283797,,대천동,,강정동
32,,,한솥도시락제주연동,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4900606,33.48087156,,연동,,연동
33,,,빵집이야기,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5448376,33.50446299,,일도2동,,일도이동
34,,,보리밭에보리빵,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5283765,33.49592899,,이도2동,,도남동
35,,,서희원꼬지닷컴한라점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4874986,33.4784782,,연동,,연동
36,,,섭지코지,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.9297836,33.42361495,,성산읍,,성산읍
37,,,서희원꼬지닷컴제주월랑점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.477241,33.49227278,,노형동,,노형동
38,,,제주순수,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.3293182,33.2863357,,안덕면,,안덕면
39,,,못난이꽈배기제주삼화점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5754965,33.51442115,,화북동,,화북일동
40,,,구좌상회,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6989292,33.48567478,,조천읍,,조천읍
41,,,야시장이동식판매대,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5262942,33.50767878,,이도1동,,이도일동
42,,,도담이김밥,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.7185328,33.27913804,,남원읍,,남원읍
43,,,오빠생각타코야끼,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4813071,33.49049251,,연동,,연동
44,,,맛짱먹거리,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5640454,33.24829128,,중앙동,,서귀동
45,,,의령소바천하뼈다귀전골앤찜,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.8924966,33.49869995,,구좌읍,,구좌읍
46,,,온당,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.748006,33.55433248,,구좌읍,,구좌읍
47,,,붕어빵N커피,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5149257,33.49969934,,오라동,,오라일동
48,,,돼지엄마,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.527337,33.51155892,,일도1동,,일도일동
49,,,음향,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.518659,33.51238406,,용담1동,,용담일동
50,,,인디고,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.3341432,33.46639632,,애월읍,,애월읍
51,,,야시장이동식판매대,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5265086,33.51026884,,이도1동,,이도일동
52,,,요거데이,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5424936,33.50433626,,일도2동,,일도이동
53,,,맘앤맘스,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.262269,33.4112993,,한림읍,,한림읍
54,,,파스테이스,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.2668442,33.40772109,,한림읍,,한림읍
55,,,동문야시장,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5274046,33.51201953,,일도1동,,일도일동
56,,,착한만두앤고로케,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.557894,33.26087873,,서홍동,,서홍동
57,,,미담,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4989052,33.48830878,,연동,,연동
58,,,수월쌀핫도그,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.1647598,33.30840105,,한경면,,한경면
59,,,대게고로케월정점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.7945567,33.55520022,,구좌읍,,구좌읍
60,,,돔베집,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5630254,33.24964094,,중앙동,,서귀동
61,,,아크로디니온,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.607283,33.47728566,,봉개동,,봉개동
62,,,복마니김밥,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5274046,33.51201953,,일도1동,,일도일동
63,,,불로초장터,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5639447,33.24854257,,중앙동,,서귀동
64,,,명식당신제주점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4948836,33.48318416,,연동,,연동
65,,,제주문,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.526992,33.5128621,,일도1동,,일도일동
66,,,제이팩토리,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5893961,33.28800002,,영천동,,토평동
67,,,제주명월구락부,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.2635593,33.37778003,,한림읍,,한림읍
68,,,설탕후루,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.2631728,33.41179879,,한림읍,,한림읍
69,,,메고지고떡창고제주삼화점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5810497,33.5164323,,삼양동,,도련일동
70,,,대단한탕후루제주,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5355043,33.49248829,,이도2동,,이도이동
71,,,제쭈당,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5524773,33.25289063,,서홍동,,서홍동
72,,,미주프루츠,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.2660952,33.40754835,,한림읍,,한림읍
73,,,신삼다식당,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5252237,33.51178622,,이도1동,,이도일동
74,,,만두쟁이,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6176851,33.26338814,,효돈동,,하효동
75,,,홍홍분식,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.478779,33.4886223,,노형동,,노형동
76,,,제주츤츤핫도기성산점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.9342159,33.46388416,,성산읍,,성산읍
77,,,제주스러움,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.3584107,33.36297804,,애월읍,,애월읍
78,,,미미탕후루,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5629923,33.24903647,,중앙동,,서귀동
79,,,제주해양경찰서구내식당,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.540294,33.5199707,,건입동,,건입동
80,,,제주것육지것,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6768321,33.49393385,,조천읍,,조천읍
81,,,야시장맛통령,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.526118,33.51172474,,이도1동,,이도일동
82,,,우도봉올레쉼터,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.9597118,33.49353911,,우도면,,우도면
83,,,용가리네와플씨,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5576767,33.51547714,,화북동,,화북일동
84,,,쏭스핫도그제주대점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5609906,33.46025783,,아라동,,아라이동
85,,,꽃담수제버거,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.9360343,33.46297109,,성산읍,,성산읍
86,,,흑갈후,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5268012,33.51205743,,일도1동,,일도일동
87,,,제주새참,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.2478966,33.40005329,,한림읍,,한림읍
88,,,벤지네쏘세지앤핫도그,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5633003,33.24988755,,중앙동,,서귀동
89,,,카페더콘테나,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6790182,33.49807747,,조천읍,,조천읍
90,,,야시장이동식판매대,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4717759,33.50874018,,도두동,,도두일동
91,,,팡송,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6597303,33.27490241,,남원읍,,남원읍
92,,,우도바라기,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.9417158,33.50619888,,우도면,,우도면
93,,,제주백년초핫도그달리는섬,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.3584107,33.36297804,,애월읍,,애월읍
94,,,신전떡볶이,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4293068,33.2470321,,중문동,,대포동
95,,,제니스에이엔티,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5728213,33.45246064,,아라동,,영평동
96,,,쵸비돈까스,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5342111,33.49643091,,이도2동,,이도이동
97,,,몬딱잇수다,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5265086,33.51026884,,이도1동,,이도일동
98,,,제주종이가게,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6221911,33.53657835,,조천읍,,조천읍
99,,,카페이시도르,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.3226461,33.34662349,,한림읍,,한림읍
100,,,몽이네김밥,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4674133,33.48758969,,노형동,,노형동
101,,,황남옼수수협재점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.2432738,33.39583183,,한림읍,,한림읍
102,,,한형수정원,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.2498937,33.39694413,,한림읍,,한림읍
103,,,한화호텔앤드리조트제주해양과학관,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.9260796,33.43451079,,성산읍,,성산읍
104,,,옹포쌀국수,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5185692,33.51196827,,용담1동,,용담일동
105,,,배떡외도점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.432248,33.48954791,,외도동,,외도일동
106,,,킹콩주스앤청춘감성쌀핫도그,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4780961,33.47845325,,노형동,,노형동
107,,,제주흑돼지고로케,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5640866,33.24970729,,중앙동,,서귀동
108,,,제주에꼬치다,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5274046,33.51201953,,일도1동,,일도일동
109,,,에스락,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5818976,33.52383496,,삼양동,,삼양이동
110,,,땅꼬분식,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4749482,33.49723024,,도두동,,도두일동
111,,,제주삼춘네동,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.526118,33.51172474,,이도1동,,이도일동
112,,,제주인화찐빵,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5677039,33.25029899,,중앙동,,서귀동
113,,,야시장이동식판매대,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5265086,33.51026884,,이도1동,,이도일동
114,,,야시장이동식판매대,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5265086,33.51026884,,이도1동,,이도일동
115,,,꼬치의품격,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4793006,33.48339961,,노형동,,노형동
116,,,네거리올레,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5638912,33.24919111,,중앙동,,서귀동
117,,,다노이,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.7117435,33.55324818,,구좌읍,,구좌읍
118,,,아따맘마,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5430695,33.49437161,,이도2동,,이도이동
119,,,미복,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4912928,33.48674677,,연동,,연동
120,,,오닭꼬치서홍점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5583042,33.26203755,,서홍동,,서홍동
121,,,차롱전복칼국수,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4894504,33.51848652,,용담2동,,용담삼동
122,,,카페살레,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.957809,33.5131336,,우도면,,우도면
123,,,다둥이네농산,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.3122317,33.41642479,,애월읍,,애월읍
124,,,청춘감성쌀핫도그제주하귀점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4134818,33.48371038,,애월읍,,애월읍
125,,,지니아카페,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.3275007,33.44372315,,애월읍,,애월읍
126,,,더맛있는족발,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5599934,33.26047029,,동홍동,,동홍동
127,,,패밀리만두,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4900606,33.48087156,,연동,,연동
128,,,마루앤파니야,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4911859,33.51895845,,용담2동,,용담삼동
129,,,감성커피제주,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5350676,33.49605336,,이도2동,,이도이동
130,,,야시장이동식판매대,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5265086,33.51026884,,이도1동,,이도일동
131,,,보나뻬띠,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4229152,33.48561588,,외도동,,외도일동
132,,,빙수의신,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.486487,33.48158528,,노형동,,노형동
133,,,오라방라운지,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4882696,33.47063493,,연동,,연동
134,,,제주착한닭강정,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.852961,33.52458635,,구좌읍,,구좌읍
135,,,제주스럽닭,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4234002,33.25090631,,중문동,,중문동
136,,,서희원꼬지닷컴제주,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5255699,33.50216155,,이도1동,,이도일동
137,,,미리내,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6903321,33.43560835,,조천읍,,조천읍
138,,,귤하르방,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5274009,33.51223586,,일도1동,,일도일동
139,,,플로베일배움터,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4893906,33.49219611,,연동,,연동
140,,,안녕육지사람우도점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.9572045,33.5141744,,우도면,,우도면
141,,,해녀의숨비소리,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5181749,33.51110706,,용담1동,,용담일동
142,,,착한혼밥,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5251246,33.51255137,,이도1동,,이도일동
143,,,야시장이동식가판대,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5265086,33.51026884,,이도1동,,이도일동
144,,,씨힐,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4533767,33.450388,,노형동,,해안동
145,,,타코닷,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.489727,33.47839719,,연동,,연동
146,,,본도시락제주아라점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5441175,33.47289932,,아라동,,아라일동
147,,,붕어빵호두과자,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5272898,33.49528497,,이도2동,,도남동
148,,,화북손만두,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5723627,33.51976749,,화북동,,화북일동
149,,,컴포즈커피제주공항렌트카점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4892457,33.50177801,,도두동,,도두이동
150,,,한화호텔앤드리조트,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6374088,33.44899489,,봉개동,,회천동
151,,,야시장이동판매대,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5265086,33.51026884,,이도1동,,이도일동
152,,,코타슈,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6326252,33.53508919,,조천읍,,조천읍
153,,,티.피.,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.622429,33.53854645,,조천읍,,조천읍
154,,,청춘쌀핫도그제주여고점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5398289,33.48421777,,아라동,,아라일동
155,,,제주아이드림,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5272121,33.51194511,,일도1동,,일도일동
156,,,더힐링족욕카페,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5065118,33.51590758,,용담2동,,용담삼동
157,,,야시장이동식판매대,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5265086,33.51026884,,이도1동,,이도일동
158,,,8번지,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4906265,33.4891819,,연동,,연동
159,,,서희원꼬치닷컴,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4854731,33.49162538,,연동,,연동
160,,,신비의도로,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4872843,33.45118502,,노형동,,노형동
161,,,야시장이동식판매대,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5265086,33.51026884,,이도1동,,이도일동
162,,,떡갈비먹젠,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5251246,33.51255137,,이도1동,,이도일동
163,,,행복김밥,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4305148,33.4860189,,외도동,,외도일동
164,,,떡보킹외도점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4336601,33.48760938,,외도동,,외도일동
165,,,봄봄,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6602597,33.54355965,,조천읍,,조천읍
166,,,그린구름,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.1726576,33.34051288,,한경면,,한경면
167,,,유씨아이,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5267086,33.49338476,,이도2동,,도남동
168,,,귤하르방,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5633003,33.24988755,,중앙동,,서귀동
169,,,국제꿀꽈배기,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4866115,33.48927718,,연동,,연동
170,,,땅스부대찌개,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6186578,33.53264415,,조천읍,,조천읍
171,,,배터지는생돈까스조천,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6649012,33.54139188,,조천읍,,조천읍
172,,,소미네,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5627694,33.24888964,,중앙동,,서귀동
173,,,휴메인제주성산지점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.8539157,33.37274322,,성산읍,,성산읍
174,,,고송네모,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6407455,33.53972258,,조천읍,,조천읍
175,,,신촌흑돼지강정,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5633133,33.2484361,,중앙동,,서귀동
176,,,따따베,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5029161,33.51345699,,용담2동,,용담삼동
177,,,배떡조천,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.661429,33.54523121,,조천읍,,조천읍
178,,,땅스부대찌개,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5394806,33.50623916,,일도2동,,일도이동
179,,,야시장이동식판매대,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5265086,33.51026884,,이도1동,,이도일동
180,,,일일커피제주화북점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5656288,33.51950937,,화북동,,화북일동
181,,,청춘감성쌀핫도그,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4286565,33.25159494,,중문동,,중문동
182,,,엠츄로월정점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.7949978,33.55600694,,구좌읍,,구좌읍
183,,,배짱이만두,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5719507,33.25045603,,동홍동,,동홍동
184,,,제주낭그늘,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.2263174,33.32788504,,한경면,,한경면
185,,,아첸데레,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.3584107,33.36297804,,애월읍,,애월읍
186,,,대단한탕후루삼화점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5754965,33.51442115,,화북동,,화북일동
187,,,배떡연동점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4929478,33.49183372,,연동,,연동
188,,,유건푸드,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5181749,33.51110706,,용담1동,,용담일동
189,,,구제주포차,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5255139,33.51688355,,건입동,,건입동
190,,,청송도시락식당,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4865887,33.49120626,,연동,,연동
191,,,프랭크서울,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.8588342,33.52082676,,구좌읍,,구좌읍
192,,,비스듬히,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5251246,33.51255137,,이도1동,,이도일동
193,,,어머니김밥,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5965481,33.48915566,,봉개동,,봉개동
194,,,로치아,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.4666671,33.5018432,,도두동,,도두일동
195,,,인생약과,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5046156,33.50976306,,용담2동,,용담이동
196,,,림벅와플성산골드바바,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.934524,33.46244419,,성산읍,,성산읍
197,,,원더샌드위치앤김밥,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5249819,33.50447159,,삼도2동,,삼도이동
198,,,한빛휴게음식점,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.6527039,33.54477594,,조천읍,,조천읍
199,,,청춘당찹쌀꽈배기,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5817664,33.49625411,,봉개동,,봉개동
200,,,암사동벼락국물떡볶이,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.5704814,33.24908672,,동홍동,,동홍동
201,,,골목카페옥수,간이 음식 포장 판매 전문점,음식점,제주특별자치도,126.3800327,33.43973256,,애월읍,,애월읍
202,휴게음식점,제주특별자치도 제주시 용담이동 2002 ,롯데리아제주공항국내선탑승점,공항,음식점,제주특별자치도 제주시 용담이동 2002 ,126.4945342,33.5065396,5011058000,용담2동,5011010900,용담이동
203,휴게음식점,제주특별자치도 제주시 용담이동 2002 ,플레이팅제주공항국내선2층점,공항,음식점,제주특별자치도 제주시 용담이동 2002 ,126.4945342,33.5065396,5011058000,용담2동,5011010900,용담이동
204,휴게음식점,제주특별자치도 제주시 용담이동 2002 ,오가다제주공항점,공항,음식점,제주특별자치도 제주시 용담이동 2002 ,126.4945342,33.5065396,5011058000,용담2동,5011010900,용담이동
205,휴게음식점,제주특별자치도 제주시 용담이동 2002 국제공항 ,국수나무제주공항점,공항,음식점,제주특별자치도 제주시 용담이동 2002 국제공항 ,126.4945342,33.5065396,5011058000,용담2동,5011010900,용담이동
206,휴게음식점,제주특별자치도 서귀포시 안덕면 화순리 1073-6번지 ,씨유제주화순점,과자점,음식점,제주특별자치도 서귀포시 안덕면 화순리 1073-6번지 ,126.3353479,33.2464424,5013031000,안덕면,5013031021,안덕면 화순리
207,휴게음식점,제주특별자치도 서귀포시 중문동 2115-4 1층 ,씨유제주중문길점,과자점,음식점,제주특별자치도 서귀포시 중문동 2115-4 1층 ,126.4226011,33.2518624,5013061000,중문동,5013011200,중문동
208,휴게음식점,제주특별자치도 제주시 노형동 1054-6번지 아란야플라자 103호,띠아모북노형점,과자점,음식점,제주특별자치도 제주시 노형동 1054-6번지 아란야플라자 103호,126.4767223,33.4887775,5011066000,노형동,5011012200,노형동
209,휴게음식점,제주특별자치도 제주시 일도이동 409-6번지 ,공차제주일도점,과자점,음식점,제주특별자치도 제주시 일도이동 409-6번지 ,126.5414433,33.5054059,5011052000,일도2동,5011010200,일도이동
210,휴게음식점,제주특별자치도 제주시 건입동 1043-65번지 ,빵육사도너츠,과자점,음식점,제주특별자치도 제주시 건입동 1043-65번지 ,126.5363691,33.5140371,5011059000,건입동,5011010700,건입동
