번호,개방서비스명,소재지전체주소,사업장명,문화체육업종명,X,Y,행정동코드,행정동명,법정동코드,법정동명
1,국내여행업,제주특별자치도 제주시 연동 505-20 2층 ,더하기 주식회사,국내여행업,126.4976818,33.4800809,5011065000,연동,5011013700,연동
2,국내여행업,제주특별자치도 제주시 이도일동 1708-3 2층 ,제나투어,국내여행업,126.5252158,33.5065931,5011053000,이도1동,5011010300,이도일동
3,국내여행업,제주특별자치도 제주시 연동 1494 101동 208호,함께가개,국내여행업,126.4934029,33.4811469,5011065000,연동,5011013700,연동
4,국내여행업,제주특별자치도 제주시 노형동 2736 1층 ,고려트레블,국내여행업,126.4725927,33.4923329,5011066000,노형동,5011012200,노형동
5,국내여행업,제주특별자치도 서귀포시 법환동 748-1 동남 서호 연립주택 상가동동 202호,행복투어,국내여행업,126.508971,33.2499888,,,5013010200,법환동
6,국내여행업,제주특별자치도 제주시 연동 505-20 2층 ,테드투어,국내여행업,126.4976818,33.4800809,5011065000,연동,5011013700,연동
7,국내여행업,제주특별자치도 제주시 애월읍 신엄리 2844 ,공감공간 여행사,국내여행업,126.3527279,33.4734697,5011025300,애월읍,5011025326,애월읍 신엄리
8,국내여행업,제주특별자치도 제주시 용담이동 1527-2 B동 ,동문티엠피 주식회사,국내여행업,126.4980275,33.5043011,5011058000,용담2동,5011010900,용담이동
9,국내여행업,제주특별자치도 제주시 용담이동 924-5 성화마을회관 3층 303호 ,누리여행서비스,국내여행업,126.5031319,33.5122335,5011058000,용담2동,5011010900,용담이동
10,국내여행업,제주특별자치도 서귀포시 표선면 세화리 254-4 ,해루야투어,국내여행업,126.8047569,33.3070926,5013032000,표선면,5013032025,표선면 세화리
11,국내여행업,제주특별자치도 서귀포시 안덕면 화순리 1102-3 ,꿈사홍 여행사,국내여행업,126.3330684,33.2478274,5013031000,안덕면,5013031021,안덕면 화순리
12,국내여행업,제주특별자치도 제주시 일도이동 101-9 1층 ,(주)뉴제주관광,국내여행업,126.5482543,33.5003289,5011052000,일도2동,5011010200,일도이동
13,국내여행업,제주특별자치도 제주시 이도이동 1147-1 1층 ,더존 여행사,국내여행업,126.5330934,33.5008625,5011054000,이도2동,5011010400,이도이동
14,국내여행업,제주특별자치도 제주시 삼도이동 935 에메랄드호텔 1층 ,제주청년하숙집,국내여행업,126.5210333,33.5120518,5011056000,삼도2동,5011010600,삼도이동
15,국내여행업,제주특별자치도 제주시 애월읍 광령리 4135 ,제주골드투어,국내여행업,126.4212938,33.4475498,5011025300,애월읍,5011025321,애월읍 광령리
16,국내여행업,제주특별자치도 제주시 삼도이동 1200-1 2층 ,주식회사 워크스페이스클럽,국내여행업,126.5189829,33.5180588,5011056000,삼도2동,5011010600,삼도이동
17,국내여행업,제주특별자치도 제주시 애월읍 납읍리 1417-4 1층 ,쉼표 여행사,국내여행업,126.3292797,33.4312431,5011025300,애월읍,5011025335,애월읍 납읍리
18,국내여행업,제주특별자치도 제주시 일도일동 1431 4층 401호,주식회사 일로와,국내여행업,126.5239261,33.5128256,5011051000,일도1동,5011010100,일도일동
19,국내여행업,제주특별자치도 제주시 도두일동 1742 제주아모렉스가족호텔 신관 1층 ,제제 사랑방 여행사,국내여행업,126.4702178,33.5074498,5011069000,도두동,5011012700,도두일동
20,국내여행업,제주특별자치도 제주시 영평동 2235 제주국제대학교 창업보육센터 9209호,(주)한국융복합연구개발센터,국내여행업,126.5699159,33.4421044,5011063000,아라동,5011013600,영평동
21,국내여행업,제주특별자치도 서귀포시 안덕면 사계리 552 ,산방산투어,국내여행업,126.3059779,33.2454958,5013031000,안덕면,5013031025,안덕면 사계리
22,국내여행업,제주특별자치도 제주시 오등동 1069 제주시새활용센터 3층 1호,다시바다,국내여행업,126.5264672,33.460673,5011063000,아라동,5011013400,오등동
23,국내여행업,제주특별자치도 제주시 노형동 699-5 1층 ,(주)트래블,국내여행업,126.4835263,33.4743548,5011066000,노형동,5011012200,노형동
24,국내여행업,제주특별자치도 제주시 연동 304-11 2층 ,다강커뮤니케이션(주),국내여행업,126.4959936,33.4843879,5011065000,연동,5011013700,연동
25,국내여행업,제주특별자치도 제주시 노형동 1051-1 2층 ,(주)드림제주,국내여행업,126.4778388,33.4901526,5011066000,노형동,5011012200,노형동
26,국내여행업,제주특별자치도 제주시 노형동 1054-6 아란야플라자 401-14호 ,(주)더인싸이티드,국내여행업,126.4767223,33.4887775,5011066000,노형동,5011012200,노형동
27,국내여행업,제주특별자치도 제주시 노형동 3791-10 2층 ,k트래블,국내여행업,126.4790474,33.4831803,5011066000,노형동,5011012200,노형동
28,국내여행업,제주특별자치도 제주시 삼도일동 531-14 6층 ,가보카 투어,국내여행업,126.5196243,33.5031546,5011055000,삼도1동,5011010500,삼도일동
29,국내여행업,제주특별자치도 제주시 용담일동 2829 아리랑빌딩 ,조이앤조이투어,국내여행업,126.514442,33.5003518,5011057000,용담1동,5011010800,용담일동
30,국내여행업,제주특별자치도 제주시 일도이동 113-7 대유대림아파트 ,주식회사 오케이투어,국내여행업,126.5511876,33.5018959,5011052000,일도2동,5011010200,일도이동
31,국내여행업,제주특별자치도 제주시 노형동 1054-6 아란야플라자 ,웰컴투제주,국내여행업,126.4767223,33.4887775,5011066000,노형동,5011012200,노형동
32,국내여행업,제주특별자치도 제주시 노형동 917-8 ,아시아컴퍼니,국내여행업,126.4858053,33.4862022,5011066000,노형동,5011012200,노형동
33,국내여행업,제주특별자치도 제주시 구좌읍 김녕리 109-10 ,숨돌,국내여행업,126.7697525,33.5516652,5011025600,구좌읍,5011025634,구좌읍 김녕리
34,국내여행업,제주특별자치도 제주시 도평동 56 ,제주 설렘투어,국내여행업,126.4607617,33.4762289,5011067000,외도동,5011013800,도평동
35,국내여행업,제주특별자치도 제주시 아라일동 6080-6 ,(주)킴스제주,국내여행업,126.5460552,33.4696496,5011063000,아라동,5011011700,아라일동
36,국내여행업,제주특별자치도 서귀포시 서귀동 401-11 ,주식회사 타이드,국내여행업,126.5654854,33.2482012,5013052000,정방동,5013010100,서귀동
37,국내여행업,제주특별자치도 제주시 일도일동 1186 ,가이드오,국내여행업,126.5291243,33.5141136,5011051000,일도1동,5011010100,일도일동
38,국내여행업,제주특별자치도 제주시 봉개동 275-76 ,더에이치엔터,국내여행업,126.6114264,33.4623841,5011062000,봉개동,5011011600,봉개동
39,국내여행업,제주특별자치도 제주시 일도이동 160-8 301호,(주)화이브행크,국내여행업,126.5388898,33.5113442,5011052000,일도2동,5011010200,일도이동
40,국내여행업,제주특별자치도 제주시 일도이동 369 ,주식회사 제이투어여행사,국내여행업,126.5414219,33.5079661,5011052000,일도2동,5011010200,일도이동
41,국내여행업,제주특별자치도 제주시 노형동 906-5 한신오피스텔 ,엘엠비투어,국내여행업,126.4846106,33.4886939,5011066000,노형동,5011012200,노형동
42,국내여행업,제주특별자치도 제주시 용담이동 779-4 ,제주여행샵,국내여행업,126.5056539,33.5070168,5011058000,용담2동,5011010900,용담이동
43,국내여행업,제주특별자치도 제주시 도두일동 1249-7 ,하늘여행사,국내여행업,126.4772176,33.4961313,5011069000,도두동,5011012700,도두일동
44,국내여행업,제주특별자치도 제주시 내도동 518-1 ,제주여행파트너,국내여행업,126.4391681,33.4955316,5011067000,외도동,5011014000,내도동
45,국내여행업,제주특별자치도 제주시 용담이동 946 ,애플투어,국내여행업,126.5024818,33.5131092,5011058000,용담2동,5011010900,용담이동
46,국내여행업,제주특별자치도 제주시 애월읍 광령리 160-2 2층 ,주식회사 돌담여행사,국내여행업,126.443321,33.4540671,5011025300,애월읍,5011025321,애월읍 광령리
47,국내여행업,제주특별자치도 제주시 삼도이동 1175-3 그린빌라트 ,제주인폼투어,국내여행업,126.5195652,33.5161004,5011056000,삼도2동,5011010600,삼도이동
48,국내여행업,제주특별자치도 제주시 연동 1374 진현빌딩 2층 ,제주 휠체어투어,국내여행업,126.4911376,33.4814889,5011065000,연동,5011013700,연동
49,국내여행업,제주특별자치도 서귀포시 법환동 732 ,더컴퍼니,국내여행업,126.5099108,33.2546794,5013059000,대륜동,5013010200,법환동
50,국내여행업,제주특별자치도 제주시 용담일동 2829-7 ,제주투어맛집 여행사,국내여행업,126.5146477,33.5002821,5011057000,용담1동,5011010800,용담일동
51,국내여행업,제주특별자치도 제주시 한경면 신창리 62 ,백년여행,국내여행업,126.1854239,33.3460471,5011031000,한경면,5011031028,한경면 신창리
52,국내여행업,제주특별자치도 제주시 도두이동 87-10 ,주식회사 상상제주여행,국내여행업,126.4898362,33.5019205,5011069000,도두동,5011012800,도두이동
53,국내여행업,제주특별자치도 제주시 조천읍 와산리 629-1 ,주식회사 걸으멍,국내여행업,126.6837463,33.4907078,5011025900,조천읍,5011025928,조천읍 와산리
54,국내여행업,제주특별자치도 제주시 용담삼동 1018 ,제주오션빌,국내여행업,126.5032942,33.5153098,5011058000,용담2동,5011011000,용담삼동
55,국내여행업,제주특별자치도 서귀포시 강정동 157-2 ,스위트메이 주식회사,국내여행업,126.5087741,33.2539986,5013060000,대천동,5013011600,강정동
56,국내여행업,제주특별자치도 제주시 도두일동 1168 ,주식회사 제주바람투어,국내여행업,126.4800818,33.4978704,5011069000,도두동,5011012700,도두일동
57,국내여행업,제주특별자치도 제주시 삼도일동 539-13 ,여행사봄,국내여행업,126.5201475,33.5040263,5011055000,삼도1동,5011010500,삼도일동
58,국내여행업,제주특별자치도 제주시 일도이동 338-2 ,주식회사 간세다리,국내여행업,126.5349641,33.5067178,5011052000,일도2동,5011010200,일도이동
59,국내여행업,제주특별자치도 제주시 오등동 687-1 ,마이스인제주,국내여행업,126.5272565,33.4744224,5011063000,아라동,5011013400,오등동
60,국내여행업,제주특별자치도 제주시 연동 261-31 연동블루아일랜드 ,리얼플랜제주 주식회사,국내여행업,126.4888733,33.4892058,5011065000,연동,5011013700,연동
61,국내여행업,제주특별자치도 제주시 연동 1374 진현빌딩 2층 ,제주도민 양기사,국내여행업,126.4911376,33.4814889,5011065000,연동,5011013700,연동
62,국내여행업,제주특별자치도 서귀포시 표선면 표선리 40-45 ,제주우도투어,국내여행업,126.843698,33.3254037,5013032000,표선면,5013032021,표선면 표선리
63,국내여행업,제주특별자치도 제주시 용담이동 859 101호,주식회사 제주마음렌트카,국내여행업,126.5026339,33.5099014,5011058000,용담2동,5011010900,용담이동
64,국내여행업,제주특별자치도 제주시 용담이동 1527-2 ,제주야렌트카 주식회사,국내여행업,126.4979732,33.5043275,5011058000,용담2동,5011010900,용담이동
65,국내여행업,제주특별자치도 제주시 연동 1374 진현빌딩 ,제주원데이투어,국내여행업,126.4911376,33.4814889,5011065000,연동,5011013700,연동
66,국내여행업,제주특별자치도 제주시 연동 320-1 영동빌딩 205호,주식회사 제주여행공간투어,국내여행업,126.5002099,33.4932022,5011065000,연동,5011013700,연동
67,국내여행업,제주특별자치도 제주시 애월읍 광령리 44 드림캐슬 102동 101호,지금 제주,국내여행업,126.4448937,33.4617591,5011025300,애월읍,5011025321,애월읍 광령리
68,국내여행업,제주특별자치도 제주시 외도일동 550-8 1층 ,제주고투어,국내여행업,126.4319741,33.4875071,5011067000,외도동,5011012300,외도일동
69,국내여행업,제주특별자치도 제주시 아라일동 369-1 ,주식회사 우무,국내여행업,126.5599262,33.4459558,5011063000,아라동,5011011700,아라일동
70,국내여행업,제주특별자치도 제주시 연동 1979 ,주식회사 와보라,국내여행업,126.4865288,33.4940907,5011065000,연동,5011013700,연동
71,국내여행업,제주특별자치도 제주시 애월읍 상가리 754-5 1층 ,알제이,국내여행업,126.3529723,33.4292611,5011025300,애월읍,5011025331,애월읍 상가리
72,국내여행업,제주특별자치도 제주시 연동 1374 진현빌딩 ,제이제이여행사,국내여행업,126.4911376,33.4814889,5011065000,연동,5011013700,연동
73,국내여행업,제주특별자치도 제주시 삼도일동 799-4 457호,주식회사 디스트리,국내여행업,126.5189087,33.5091505,5011055000,삼도1동,5011010500,삼도일동
74,국내여행업,제주특별자치도 제주시 오라삼동 2095-1 ,헬로우제주여행사,국내여행업,126.5062787,33.490697,5011064000,오라동,5011012100,오라삼동
75,국내여행업,제주특별자치도 제주시 일도이동 160-8 302호,주식회사 공유한국,국내여행업,126.5388898,33.5113442,5011052000,일도2동,5011010200,일도이동
76,국내여행업,제주특별자치도 제주시 일도이동 550-23 2층 ,탐나라,국내여행업,126.5374844,33.5136356,5011052000,일도2동,5011010200,일도이동
77,국내여행업,제주특별자치도 제주시 일도이동 1042-10 ,하림여행사 제주도미니버스,국내여행업,126.52907,33.507784,5011052000,일도2동,5011010200,일도이동
78,국내여행업,제주특별자치도 제주시 애월읍 애월리 522 ,제주지비야,국내여행업,126.3259776,33.4632033,5011025300,애월읍,5011025334,애월읍 애월리
79,국내여행업,제주특별자치도 제주시 이호일동 1817 ,MH여행사,국내여행업,126.4482168,33.4967902,5011068000,이호동,5011012500,이호일동
80,국내여행업,제주특별자치도 제주시 연동 300-6 초석프라임빌 206호,당근제주렌트카,국내여행업,126.4961935,33.4921167,5011065000,연동,5011013700,연동
81,국내여행업,제주특별자치도 제주시 노형동 761-11 1층 ,블루스카이,국내여행업,126.479583,33.4771554,5011066000,노형동,5011012200,노형동
82,국내여행업,제주특별자치도 제주시 이호일동 753-7 지1층 ,선우여행사,국내여행업,126.457586,33.4957623,5011068000,이호동,5011012500,이호일동
83,국내여행업,제주특별자치도 제주시 연동 314-50 2층 ,제주백마투어 주식회사,국내여행업,126.4987402,33.485458,5011065000,연동,5011013700,연동
84,국내여행업,제주특별자치도 제주시 연동 1374 진현빌딩 ,제주봉그레 투어,국내여행업,126.4911376,33.4814889,5011065000,연동,5011013700,연동
85,국내여행업,제주특별자치도 제주시 연동 1374 진현빌딩 2층 ,제주여행디자인,국내여행업,126.4911376,33.4814889,5011065000,연동,5011013700,연동
86,국내여행업,제주특별자치도 제주시 화북일동 1947-24 화북시장아파트 제149호,제주투어컨설팅,국내여행업,126.5663994,33.5217722,5011060000,화북동,5011011100,화북일동
87,국내여행업,제주특별자치도 제주시 아라일동 6109-7 승라빌딩 ,제주편한여행사,국내여행업,126.5469571,33.4768457,5011063000,아라동,5011011700,아라일동
88,국내여행업,제주특별자치도 제주시 노형동 3606-1 ,제주좋은날,국내여행업,126.4615149,33.4798715,5011066000,노형동,5011012200,노형동
89,국내여행업,제주특별자치도 제주시 영평동 2170-4 4층 404호 ,주식회사 웨이플러스,국내여행업,126.5727907,33.4523976,5011063000,아라동,5011013600,영평동
90,국내여행업,제주특별자치도 서귀포시 서호동 1605 A동 1009호,여행제주,국내여행업,126.5182503,33.2520472,,,5013010300,서호동
91,국내여행업,제주특별자치도 제주시 도두일동 1375-2 2층 1동 ,주식회사 도두투어,국내여행업,126.4742483,33.5009993,5011069000,도두동,5011012700,도두일동
92,국내여행업,제주특별자치도 제주시 노형동 1054-6 아란야플라자 ,주식회사 플린지,국내여행업,126.4767223,33.4887775,5011066000,노형동,5011012200,노형동
93,국내여행업,제주특별자치도 서귀포시 토평동 1219 ,모시고트립,국내여행업,126.5905766,33.2660155,5013056000,영천동,5013011100,토평동
94,국내여행업,제주특별자치도 제주시 용담일동 2829 아리랑빌딩 ,주식회사 빛나는제주여행사,국내여행업,126.514442,33.5003518,5011057000,용담1동,5011010800,용담일동
95,국내여행업,제주특별자치도 제주시 노형동 3606-1 ,엔돌핀여행사,국내여행업,126.4615149,33.4798715,5011066000,노형동,5011012200,노형동
96,국내여행업,제주특별자치도 제주시 오라삼동 2095-1 1층 ,주식회사 제주투어리스트,국내여행업,126.5062787,33.490697,5011064000,오라동,5011012100,오라삼동
97,국내여행업,제주특별자치도 제주시 연동 446 2층 210호,제주찐투어,국내여행업,126.4987566,33.4820142,5011065000,연동,5011013700,연동
98,국내여행업,제주특별자치도 제주시 삼도이동 24-1 ,그랜드제주도여행,국내여행업,126.5237687,33.5144917,5011056000,삼도2동,5011010600,삼도이동
99,국내여행업,제주특별자치도 제주시 구좌읍 동복리 846-2 1층 ,장미의집,국내여행업,126.7153734,33.5517079,5011025600,구좌읍,5011025621,구좌읍 동복리
100,국내여행업,제주특별자치도 제주시 연동 495-5 ,파라솔제주여행사,국내여행업,126.4979064,33.4789115,5011065000,연동,5011013700,연동
101,국내여행업,제주특별자치도 제주시 삼도일동 538-7 2층 ,설레임투어 주식회사,국내여행업,126.5203727,33.503443,5011055000,삼도1동,5011010500,삼도일동
102,국내여행업,제주특별자치도 제주시 연동 2331-9 정광쉐르빌 202호,주식회사 파인드제주,국내여행업,126.4888123,33.492099,5011065000,연동,5011013700,연동
103,국내여행업,제주특별자치도 제주시 연동 294-111 서진팰리스 902호,제이에스티,국내여행업,126.4940369,33.4855452,5011065000,연동,5011013700,연동
104,국내여행업,제주특별자치도 제주시 조천읍 선흘리 1207-2 3층 ,사회적협동조합 선흘곶,국내여행업,126.7051513,33.5114897,5011025900,조천읍,5011025930,조천읍 선흘리
105,국내여행업,제주특별자치도 제주시 조천읍 대흘리 1113-38 ,제주탐라단식원&휴미락힐링센터,국내여행업,126.6652261,33.4908162,5011025900,조천읍,5011025926,조천읍 대흘리
106,국내여행업,제주특별자치도 제주시 노형동 906-5 한신오피스텔 ,오늘골프,국내여행업,126.4846106,33.4886939,5011066000,노형동,5011012200,노형동
107,국내여행업,제주특별자치도 제주시 용담삼동 581-7 401호,민트캠,국내여행업,126.5080847,33.5146283,5011058000,용담2동,5011011000,용담삼동
108,국내여행업,제주특별자치도 제주시 노형동 939 정한오피스텔 1202호,센텀뉴제주관광,국내여행업,126.4845641,33.4858083,5011066000,노형동,5011012200,노형동
109,국내여행업,제주특별자치도 제주시 연동 314-50 2층 ,제주오라방투어,국내여행업,126.4987402,33.485458,5011065000,연동,5011013700,연동
110,국내여행업,제주특별자치도 제주시 노형동 710-2 1112호,느나제주,국내여행업,126.4835583,33.4823972,5011066000,노형동,5011012200,노형동
111,국내여행업,제주특별자치도 제주시 연동 1374 진현빌딩 ,주식회사 착한친구들,국내여행업,126.4911376,33.4814889,5011065000,연동,5011013700,연동
112,국내여행업,제주특별자치도 제주시 오라이동 2059-1 1층 ,(주)에이아이씨랩,국내여행업,126.5071901,33.4896261,5011064000,오라동,5011012000,오라이동
113,국내여행업,제주특별자치도 제주시 연동 130-13 2층 ,보물섬여행사,국내여행업,126.4953558,33.4938917,5011065000,연동,5011013700,연동
114,국내여행업,제주특별자치도 제주시 외도일동 505-4 한탑아파트 ,아썸투어,국내여행업,126.432131,33.4889516,5011067000,외도동,5011012300,외도일동
115,국내여행업,제주특별자치도 제주시 연동 1374 진현빌딩 ,체리투어,국내여행업,126.4911376,33.4814889,5011065000,연동,5011013700,연동
116,국내여행업,제주특별자치도 제주시 연동 304-26 ,바람소리여행사,국내여행업,126.4967267,33.4842976,5011065000,연동,5011013700,연동
117,국내여행업,제주특별자치도 제주시 연동 290-2 연동학산맨션 ,제주가령투어,국내여행업,126.4938623,33.4931432,5011065000,연동,5011013700,연동
118,국내여행업,제주특별자치도 제주시 연동 314-50 ,가온여행사,국내여행업,126.4987402,33.485458,5011065000,연동,5011013700,연동
119,국내여행업,제주특별자치도 서귀포시 법환동 732 ,주식회사 제주미니,국내여행업,126.5099108,33.2546794,5013059000,대륜동,5013010200,법환동
120,국내여행업,제주특별자치도 제주시 구좌읍 세화리 3641 ,주식회사 꽃길만걷차,국내여행업,126.8555908,33.5275409,5011025600,구좌읍,5011025628,구좌읍 세화리
121,국내여행업,제주특별자치도 제주시 용담삼동 2220 ,주식회사 오렌지렌트카,국내여행업,126.4908893,33.5156461,5011058000,용담2동,5011011000,용담삼동
122,국내여행업,제주특별자치도 제주시 연동 304-26 4층 B-173호,제주이프로여행사,국내여행업,126.4967267,33.4842976,5011065000,연동,5011013700,연동
123,국내여행업,제주특별자치도 제주시 용담이동 646-54 한양아트빌딩 4층 502호-6번 ,비앤티투어 주식회사,국내여행업,126.5085483,33.5076828,5011058000,용담2동,5011010900,용담이동
124,국내여행업,제주특별자치도 제주시 연동 1313-3 ,주식회사 트러스테이,국내여행업,126.4890594,33.4698154,5011065000,연동,5011013700,연동
125,국내여행업,제주특별자치도 제주시 한림읍 귀덕리 721-1 ,자주올레여행사,국내여행업,126.2978126,33.4381537,5011025000,한림읍,5011025021,한림읍 귀덕리
126,국내여행업,제주특별자치도 제주시 도두이동 301-1 2층 ,제주로닷컴,국내여행업,126.4842467,33.4984624,5011069000,도두동,5011012800,도두이동
127,국내여행업,제주특별자치도 제주시 일도일동 1100-10 1층 ,우즈골프투어,국내여행업,126.5279605,33.5116565,5011051000,일도1동,5011010100,일도일동
128,국내여행업,제주특별자치도 제주시 연동 271-6 ,(주)다이브비앤비,국내여행업,126.4903419,33.4901433,5011065000,연동,5011013700,연동
129,국내여행업,제주특별자치도 제주시 조천읍 신촌리 539-1 지하1층 ,오롯,국내여행업,126.623701,33.5357476,5011025900,조천읍,5011025921,조천읍 신촌리
130,국내여행업,제주특별자치도 제주시 이도일동 1245-26 302호,제주라이브,국내여행업,126.5330919,33.502864,5011053000,이도1동,5011010300,이도일동
131,국내여행업,제주특별자치도 제주시 삼도일동 799-4 ,낭만제주투어,국내여행업,126.5189087,33.5091505,5011055000,삼도1동,5011010500,삼도일동
132,국내여행업,제주특별자치도 제주시 노형동 939 ,제주다올투어,국내여행업,126.4845641,33.4858083,5011066000,노형동,5011012200,노형동
133,국내여행업,제주특별자치도 제주시 해안동 2499-2 ,주식회사 지커넥트,국내여행업,126.4494678,33.4513403,5011066000,노형동,5011013900,해안동
134,국내여행업,제주특별자치도 서귀포시 표선면 성읍리 2873 ,쿰다투어,국내여행업,126.7701836,33.4092608,5013032000,표선면,5013032023,표선면 성읍리
135,국내여행업,제주특별자치도 제주시 노형동 906-5 한신오피스텔 319호,애니제주,국내여행업,126.4846106,33.4886939,5011066000,노형동,5011012200,노형동
136,국내여행업,제주특별자치도 제주시 용담이동 860 ,해솔여행사,국내여행업,126.5032276,33.5098004,5011058000,용담2동,5011010900,용담이동
137,국내여행업,제주특별자치도 제주시 노형동 906-5 한신오피스텔 621호,제주별별여행사,국내여행업,126.4846106,33.4886939,5011066000,노형동,5011012200,노형동
138,국내여행업,제주특별자치도 제주시 연동 271-1 제주CBS방송국 204호,에디슨투어,국내여행업,126.4903957,33.490766,5011065000,연동,5011013700,연동
139,국내여행업,제주특별자치도 제주시 연동 1374 진현빌딩 2층 ,제주미니버스투어,국내여행업,126.4911376,33.4814889,5011065000,연동,5011013700,연동
140,국내여행업,제주특별자치도 서귀포시 성산읍 성산리 359-4 ,제주당근투어,국내여행업,126.9304944,33.4698573,5013025900,성산읍,5013025921,성산읍 성산리
141,국내여행업,제주특별자치도 제주시 노형동 905-3 하와이오피스텔 805호,주식회사 유한교통,국내여행업,126.48344,33.4879493,5011066000,노형동,5011012200,노형동
142,국내여행업,제주특별자치도 제주시 일도일동 1186 2층 베타룸 ,그릿브로,국내여행업,126.5291243,33.5141136,5011051000,일도1동,5011010100,일도일동
143,국내여행업,제주특별자치도 제주시 조천읍 와흘리 125-7 1층 ,제주마씸투어,국내여행업,126.657013,33.4707933,5011025900,조천읍,5011025922,조천읍 와흘리
144,국내여행업,제주특별자치도 제주시 일도이동 377 ,비제골프투어 주식회사,국내여행업,126.5411065,33.5068805,5011052000,일도2동,5011010200,일도이동
145,국내여행업,제주특별자치도 제주시 연동 304-26 4층 B145호,위니드제주,국내여행업,126.4967267,33.4842976,5011065000,연동,5011013700,연동
146,국내여행업,제주특별자치도 제주시 연동 301-5 ,제주도 미니버스 원클릭 제주여행,국내여행업,126.4962314,33.4911705,5011065000,연동,5011013700,연동
147,국내여행업,제주특별자치도 제주시 오라삼동 2095-1 ,제주블리 여행사,국내여행업,126.5062787,33.490697,5011064000,오라동,5011012100,오라삼동
148,국내여행업,제주특별자치도 제주시 애월읍 광령리 160-2 ,미래관광 주식회사,국내여행업,126.443321,33.4540671,5011025300,애월읍,5011025321,애월읍 광령리
149,국내여행업,제주특별자치도 제주시 연동 1372-3 정민빌딩 ,트립1849,국내여행업,126.4906424,33.4815099,5011065000,연동,5011013700,연동
150,국내여행업,제주특별자치도 제주시 오라이동 190-2 ,주식회사 이브이패스,국내여행업,126.512016,33.4609873,5011064000,오라동,5011012000,오라이동
151,국내여행업,제주특별자치도 제주시 연동 261-31 연동블루아일랜드 ,주식회사 두리항공여행사,국내여행업,126.4888733,33.4892058,5011065000,연동,5011013700,연동
152,국내여행업,제주특별자치도 제주시 삼도일동 572-3 2층 남쪽 ,비즈랩,국내여행업,126.5210084,33.4996009,5011055000,삼도1동,5011010500,삼도일동
153,국내여행업,제주특별자치도 제주시 이도일동 1787-3 ,제주 투어 아울렛,국내여행업,126.5281766,33.5014353,5011053000,이도1동,5011010300,이도일동
154,국내여행업,제주특별자치도 서귀포시 호근동 409-4번지 ,더힐링아일랜드,국내여행업,126.5353072,33.2426923,5013059000,대륜동,5013010400,호근동
155,국내여행업,제주특별자치도 제주시 영평동 2169-3 ,주식회사 라이브투어,국내여행업,126.5719595,33.4545518,5011063000,아라동,5011013600,영평동
156,국내여행업,제주특별자치도 제주시 조천읍 교래리 786-29 ,제주 베스트힐 글램핑 & 펜션,국내여행업,126.6575394,33.4540925,5011025900,조천읍,5011025929,조천읍 교래리
157,국내여행업,제주특별자치도 제주시 애월읍 하귀1리 118-3 ,케이엠커뮤니케이션즈 주식회사,국내여행업,126.4148495,33.4860811,5011025300,애월읍,5011025340,애월읍 하귀1리
158,국내여행업,제주특별자치도 제주시 용담이동 727-6 ,제주혼디,국내여행업,126.5004226,33.5033293,5011058000,용담2동,5011010900,용담이동
159,국내여행업,제주특별자치도 제주시 삼도이동 154 ,주식회사 에이치비소프트,국내여행업,126.5221614,33.5109023,5011056000,삼도2동,5011010600,삼도이동
160,국내여행업,제주특별자치도 제주시 삼도이동 967 ,주식회사 푸른바이크쉐어링,국내여행업,126.5213719,33.5123985,5011056000,삼도2동,5011010600,삼도이동
161,국내여행업,제주특별자치도 제주시 도두이동 87-10 ,주식회사 투어패스,국내여행업,126.4898362,33.5019205,5011069000,도두동,5011012800,도두이동
162,국내여행업,제주특별자치도 제주시 노형동 1054-6 아란야플라자 ,주식회사 썩세스아이엔씨,국내여행업,126.4767223,33.4887775,5011066000,노형동,5011012200,노형동
163,국내여행업,제주특별자치도 제주시 연동 1374 진현빌딩 2층 ,아라짱투어,국내여행업,126.4911376,33.4814889,5011065000,연동,5011013700,연동
164,국내여행업,제주특별자치도 제주시 건입동 1136 ,주식회사 제로포인트 트레일,국내여행업,126.5292212,33.5147458,5011059000,건입동,5011010700,건입동
165,국내여행업,제주특별자치도 제주시 노형동 711-3 ,제주여행 모던투어,국내여행업,126.4827322,33.4816478,5011066000,노형동,5011012200,노형동
166,국내여행업,제주특별자치도 제주시 애월읍 광령리 122 ,주식회사 공감플랜,국내여행업,126.4442745,33.4584877,5011025300,애월읍,5011025321,애월읍 광령리
167,국내여행업,제주특별자치도 제주시 오라삼동 2815 ,주식회사 모스트투어,국내여행업,126.5052156,33.4943265,5011064000,오라동,5011012100,오라삼동
168,국내여행업,제주특별자치도 제주시 용담이동 860 ,유한회사 트립이즈마인,국내여행업,126.5032276,33.5098004,5011058000,용담2동,5011010900,용담이동
169,국내여행업,제주특별자치도 서귀포시 표선면 성읍리 481-7 ,브라보투어 주식회사,국내여행업,126.8024244,33.3974944,5013032000,표선면,5013032023,표선면 성읍리
170,국내여행업,제주특별자치도 제주시 용담일동 2829 아리랑빌딩 ,주식회사 우리제주투어,국내여행업,126.514442,33.5003518,5011057000,용담1동,5011010800,용담일동
171,국내여행업,제주특별자치도 제주시 용담삼동 1042-1 ,오늘의 여행,국내여행업,126.5019073,33.515843,5011058000,용담2동,5011011000,용담삼동
