번호,개방서비스명,소재지전체주소,사업장명,문화체육업종명,X,Y,행정동코드,행정동명,법정동코드,법정동명
397,관광사업자,제주특별자치도 제주시 도남동 573 - 1 ,(주)태성토산 제주지점,관광객이용시설업,126.5203413,33.4901085,5011054000,이도2동,5011012900,도남동
398,관광사업자,제주특별자치도 서귀포시 성산읍 수산리 1035 ,(주)태성토산 서귀포지점,관광객이용시설업,126.8825193,33.4417091,5013025900,성산읍,5013025925,성산읍 수산리
399,관광사업자,제주특별자치도 제주시 노형동 928 - 1 ,이비사호텔,관광숙박업,126.4826591,33.4858391,5011066000,노형동,5011012200,노형동
400,관광사업자,제주특별자치도 제주시 노형동 1042 - 2 402호,(주)화정성여행사,여행업,126.4748442,33.4903412,5011066000,노형동,5011012200,노형동
401,관광사업자,제주특별자치도 서귀포시 대정읍 하모리 1502 - 1 ,불란지호스텔,관광숙박업,126.2517841,33.2244608,5013025000,대정읍,5013025022,대정읍 하모리
402,관광사업자,제주특별자치도 제주시 일도이동 1032 - 2 ,(유)늘푸른항공여행사,여행업,126.5330323,33.5089489,5011052000,일도2동,5011010200,일도이동
403,관광사업자,제주특별자치도 제주시 노형동 1054 - 6 301-1호,(주)대유,여행업,126.4767223,33.4887775,5011066000,노형동,5011012200,노형동
404,관광사업자,제주특별자치도 제주시 삼도일동 804 - 3 301호,(주)진주투어,여행업,126.51973,33.5083218,5011055000,삼도1동,5011010500,삼도일동
405,관광사업자,제주특별자치도 제주시 오라일동 2452 - 16 ,한국대흥의료관광(주),여행업,126.5200546,33.4974708,5011064000,오라동,5011011900,오라일동
406,관광사업자,제주특별자치도 제주시 노형동 2579 - 4 ,(주)일일유여행사,여행업,126.4748788,33.4895933,5011066000,노형동,5011012200,노형동
407,관광사업자,제주특별자치도 제주시 연동 271 - 6 연동 ,(주)제이앤피여행사,여행업,126.4903419,33.4901433,5011065000,연동,5011013700,연동
408,관광사업자,제주특별자치도 서귀포시 하예동 255 ,제주세인트하우스,관광숙박업,126.3876176,33.2449764,5013062000,예래동,5013012100,하예동
409,관광사업자,제주특별자치도 제주시 연동 2324 - 5 연동 401호,(주)제이티글로벌,여행업,126.4872628,33.490863,5011065000,연동,5011013700,연동
410,관광사업자,제주특별자치도 제주시 이호일동 1812 - 7 ,레드월호스텔,관광숙박업,126.4486541,33.4970031,5011068000,이호동,5011012500,이호일동
411,관광사업자,제주특별자치도 제주시 연동 2324 - 6 ,롯데시티호텔제주,관광숙박업,126.4866539,33.4906122,5011065000,연동,5011013700,연동
412,관광사업자,제주특별자치도 서귀포시 강정동 2503 - 1 ,에띠에호스텔,관광숙박업,126.494266,33.2352238,5013060000,대천동,5013011600,강정동
413,관광사업자,제주특별자치도 제주시 용담일동 248 - 5 ,(주)제주모바일,여행업,126.5144965,33.5066093,5011057000,용담1동,5011010800,용담일동
414,관광사업자,제주특별자치도 제주시 삼도이동 1144 - 2 ,(주)춘추항공여행사,여행업,126.5193481,33.5136816,5011056000,삼도2동,5011010600,삼도이동
415,관광사업자,제주특별자치도 제주시 삼도이동 16 - 7 ,(주)뭉치,국제회의업,126.5234702,33.515588,5011056000,삼도2동,5011010600,삼도이동
416,관광사업자,제주특별자치도 제주시 용담이동 624 - 33 ,(주)마랑투어,여행업,126.5108237,33.509297,5011058000,용담2동,5011010900,용담이동
417,관광사업자,제주특별자치도 서귀포시 회수동 659 ,일레호텔 인 제주,관광숙박업,126.4390663,33.2546216,5013061000,중문동,5013011300,회수동
418,관광사업자,제주특별자치도 제주시 이호일동 639 - 1 ,제이미코스메틱,관광객이용시설업,126.4598528,33.5002261,5011068000,이호동,5011012500,이호일동
419,관광사업자,제주특별자치도 제주시 구좌읍 동복리 1652 - 2 ,제주메이리조트,관광숙박업,126.7064493,33.5522642,5011025600,구좌읍,5011025621,구좌읍 동복리
420,관광사업자,제주특별자치도 제주시 도두일동 2539 ,김치스쿨,관광객이용시설업,126.4641805,33.5025608,5011069000,도두동,5011012700,도두일동
421,관광사업자,제주특별자치도 서귀포시 색달동 2508 ,호텔익스프레스,관광객이용시설업,126.4153837,33.2557917,5013062000,예래동,5013011900,색달동
422,관광사업자,제주특별자치도 서귀포시 색달동 2508 ,아리아호텔,관광숙박업,126.4153837,33.2557917,5013062000,예래동,5013011900,색달동
423,관광사업자,제주특별자치도 서귀포시 색달동 2508 ,아리아호텔,관광숙박업,126.4153837,33.2557917,5013062000,예래동,5013011900,색달동
424,관광사업자,제주특별자치도 서귀포시 성산읍 수산리 2579 - 8 ,성산 호스텔,관광숙박업,126.8623374,33.4281816,5013025900,성산읍,5013025925,성산읍 수산리
425,관광사업자,제주특별자치도 제주시 연동 272 - 1 ,(주)가자항공여행사,여행업,126.4903282,33.4896923,5011065000,연동,5011013700,연동
426,관광사업자,제주특별자치도 제주시 연동 276 - 6 701호,(유)뉴화청국제여행사,여행업,126.4903757,33.4832377,5011065000,연동,5011013700,연동
427,관광사업자,제주특별자치도 제주시 이도이동 314 - 16 ,(주)힐링인제주,여행업,126.5368647,33.5037741,5011054000,이도2동,5011010400,이도이동
428,관광사업자,제주특별자치도 제주시 해안동 2101 - 3 ,샹그릴라호텔,관광숙박업,126.4537573,33.4635559,5011066000,노형동,5011013900,해안동
429,관광사업자,제주특별자치도 제주시 노형동 2579 - 4 ,(주)제주타임,여행업,126.4748788,33.4895933,5011066000,노형동,5011012200,노형동
430,관광사업자,제주특별자치도 제주시 용담삼동 1161 ,해 호텔,관광숙박업,126.4952119,33.5196115,5011058000,용담2동,5011011000,용담삼동
431,관광사업자,제주특별자치도 제주시 일도이동 160 - 8 ,(주)제주리무진,여행업,126.5388898,33.5113442,5011052000,일도2동,5011010200,일도이동
432,관광사업자,제주특별자치도 서귀포시 성산읍 온평리 1832 - 5 ,제주 휴리조트 2,관광숙박업,126.8937985,33.4207121,5013025900,성산읍,5013025926,성산읍 온평리
433,관광사업자,제주특별자치도 서귀포시 대정읍 무릉리 3869 - 4 ,제이앤클로이,관광숙박업,126.1888203,33.2571424,5013025000,대정읍,5013025031,대정읍 무릉리
434,관광사업자,제주특별자치도 서귀포시 성산읍 온평리 1832 - 1 ,제주 휴리조트1,관광숙박업,126.8940106,33.4209394,5013025900,성산읍,5013025926,성산읍 온평리
435,관광사업자,제주특별자치도 서귀포시 상효동 2205 ,돈내코힐 리조트,관광숙박업,126.5782623,33.3026788,5013056000,영천동,5013010700,상효동
436,관광사업자,제주특별자치도 제주시 연동 251 - 1 ,엠버호텔,관광숙박업,126.4877991,33.4897246,5011065000,연동,5011013700,연동
437,관광사업자,제주특별자치도 서귀포시 하예동 1888 ,베이힐 풀 앤 빌라(BAYHILL POOL & VILLA,관광숙박업,126.3718297,33.2377113,5013062000,예래동,5013012100,하예동
438,관광사업자,제주특별자치도 제주시 연동 271 - 23 ,제이투(J2),관광숙박업,126.4918461,33.4902698,5011065000,연동,5011013700,연동
439,관광사업자,제주특별자치도 제주시 연동 293 - 43 ,(주)보고여행사,여행업,126.4952571,33.4859116,5011065000,연동,5011013700,연동
440,관광사업자,제주특별자치도 제주시 노형동 2579 - 4 402호,(주)보보고여행사,여행업,126.4748788,33.4895933,5011066000,노형동,5011012200,노형동
441,관광사업자,제주특별자치도 제주시 영평동 2170 - 2 205호,(주)중한국제여행사,여행업,126.5725448,33.4529627,5011063000,아라동,5011013600,영평동
442,관광사업자,제주특별자치도 서귀포시 하예동 1796 - 1 ,더코브호텔,관광숙박업,126.3703772,33.2338877,5013062000,예래동,5013012100,하예동
443,관광사업자,제주특별자치도 제주시 노형동 2579 - 4 ,(주)평화의섬-제주,여행업,126.4748788,33.4895933,5011066000,노형동,5011012200,노형동
444,관광사업자,제주특별자치도 제주시 연동 1911 - 12 ,주식회사 인삼예찬,관광객이용시설업,126.492953,33.4940788,5011065000,연동,5011013700,연동
445,관광사업자,제주특별자치도 서귀포시 성산읍 난산리 2515 ,휴먼,관광객이용시설업,126.8450218,33.4065178,5013025900,성산읍,5013025931,성산읍 난산리
446,관광사업자,제주특별자치도 서귀포시 강정동 173 ,호텔빠레브 주식회사,관광숙박업,126.506677,33.2523776,5013060000,대천동,5013011600,강정동
447,관광사업자,제주특별자치도 제주시 아라이동 3011 - 10 102호,(주)영투어,여행업,126.5437241,33.490674,5011063000,아라동,5011011800,아라이동
448,관광사업자,제주특별자치도 제주시 이도이동 1069 - 23 ,(주)다인관광,여행업,126.5377788,33.4961306,5011054000,이도2동,5011010400,이도이동
449,관광사업자,제주특별자치도 제주시 이도이동 1018 - 3 ,(주)벽전제주투자여행,여행업,126.5319982,33.4956205,5011054000,이도2동,5011010400,이도이동
450,관광사업자,제주특별자치도 제주시 노형동 906 ,(주)아주투어,여행업,126.4838215,33.4882876,5011066000,노형동,5011012200,노형동
451,관광사업자,제주특별자치도 제주시 용담일동 2651 - 1 ,제주 보고정 투어,여행업,126.5123975,33.5003453,5011057000,용담1동,5011010800,용담일동
452,관광사업자,제주특별자치도 서귀포시 법환동 1513 ,호텔 섬오름,관광숙박업,126.510259,33.2328919,5013059000,대륜동,5013010200,법환동
453,관광사업자,제주특별자치도 제주시 노형동 96 ,(주)태산국제여행사,여행업,126.4868417,33.4711497,5011066000,노형동,5011012200,노형동
454,관광사업자,제주특별자치도 서귀포시 표선면 토산리 17 ,샤인빌리조트(SHINE VILLE RESORT),관광숙박업,126.792372,33.3050523,5013032000,표선면,5013032026,표선면 토산리
455,관광사업자,제주특별자치도 서귀포시 법환동 877 - 3 ,THE SERI HOSTEL,관광숙박업,126.5120682,33.2470506,5013059000,대륜동,5013010200,법환동
456,관광사업자,제주특별자치도 제주시 내도동 239 - 1 ,주식회사 프라미스 아인피플 가족호텔,관광숙박업,126.4421927,33.4894751,5011067000,외도동,5011014000,내도동
457,관광사업자,제주특별자치도 제주시 이도이동 1025 - 9 ,제8요일(주),여행업,126.5341701,33.493807,5011054000,이도2동,5011010400,이도이동
458,관광사업자,제주특별자치도 제주시 연동 301 - 5 ,(유)콜라투어,여행업,126.4962314,33.4911705,5011065000,연동,5011013700,연동
459,관광사업자,제주특별자치도 제주시 노형동 2578 - 6 ,(주)비바제주,여행업,126.474682,33.4891581,5011066000,노형동,5011012200,노형동
460,관광사업자,제주특별자치도 서귀포시 표선면 토산리 17 ,(주)엠비엠 글로벌,여행업,126.792372,33.3050523,5013032000,표선면,5013032026,표선면 토산리
461,관광사업자,제주특별자치도 서귀포시 신효동 506 - 9 ,돌과 바람 호스텔,관광숙박업,126.6102366,33.2722415,5013055000,효돈동,5013010900,신효동
462,관광사업자,제주특별자치도 제주시 연동 939 313호,(주)엔터커뮤니케이션,여행업,126.5005808,33.4641853,5011065000,연동,5011013700,연동
463,관광사업자,제주특별자치도 제주시 이도이동 1136 - 1 ,(유)누리여행,여행업,126.5345045,33.4988687,5011054000,이도2동,5011010400,이도이동
464,관광사업자,제주특별자치도 서귀포시 성산읍 수산리 2579 ,제주원호스텔,관광숙박업,126.8626771,33.4285183,5013025900,성산읍,5013025925,성산읍 수산리
465,관광사업자,제주특별자치도 서귀포시 서귀동 626 - 2 ,아이리스호스텔,관광숙박업,126.563847,33.2434038,5013051000,송산동,5013010100,서귀동
466,관광사업자,제주특별자치도 제주시 연동 280 - 28 ,화엽 여행사,여행업,126.4916265,33.4930079,5011065000,연동,5011013700,연동
467,관광사업자,제주특별자치도 제주시 노형동 1293 - 4 ,(주)한화국제여행사,여행업,126.4821508,33.4884565,5011066000,노형동,5011012200,노형동
468,관광사업자,제주특별자치도 제주시 이도이동 1049 - 7 ,주식회사 이색투어,여행업,126.5361967,33.4974282,5011054000,이도2동,5011010400,이도이동
469,관광사업자,제주특별자치도 제주시 연동 314 - 7 ,(주)명문관광여행사,여행업,126.4978374,33.485402,5011065000,연동,5011013700,연동
470,관광사업자,제주특별자치도 제주시 연동 281 - 28 ,(주)제주케이여행사,여행업,126.4932055,33.4900609,5011065000,연동,5011013700,연동
471,관광사업자,제주특별자치도 제주시 한림읍 협재리 964 - 1 ,하모니리조트,관광숙박업,126.2521322,33.3791981,5011025000,한림읍,5011025031,한림읍 협재리
472,관광사업자,제주특별자치도 제주시 연동 1411 - 1 ,주식회사 수익강,관광객이용시설업,126.4912435,33.4766218,5011065000,연동,5011013700,연동
473,관광사업자,제주특별자치도 서귀포시 호근동 433 ,프라이빗리조트,관광숙박업,126.5371549,33.2444902,5013059000,대륜동,5013010400,호근동
474,관광사업자,제주특별자치도 제주시 용담일동 2650 - 3 ,(주)배타고닷컴,여행업,126.5126126,33.500979,5011057000,용담1동,5011010800,용담일동
475,관광사업자,제주특별자치도 제주시 도남동 696 - 4 ,만통(주),여행업,126.5212111,33.4895779,5011054000,이도2동,5011012900,도남동
476,관광사업자,제주특별자치도 제주시 이도일동 1371 - 2 ,호스텔 오렌지트리,관광숙박업,126.5243438,33.5123167,5011053000,이도1동,5011010300,이도일동
477,관광사업자,제주특별자치도 제주시 연동 292 - 17 ,레브호텔제주,관광숙박업,126.4941478,33.4890807,5011065000,연동,5011013700,연동
478,관광사업자,제주특별자치도 제주시 연동 252 - 19 ,투어어드바이저(주),여행업,126.4870398,33.4863615,5011065000,연동,5011013700,연동
479,관광사업자,제주특별자치도 서귀포시 표선면 성읍리 987 - 1 ,동하동,관광객이용시설업,126.8025831,33.3843503,5013032000,표선면,5013032023,표선면 성읍리
480,관광사업자,제주특별자치도 제주시 용담삼동 2398 ,호텔오슬로,관광숙박업,126.4880601,33.5174147,5011058000,용담2동,5011011000,용담삼동
481,관광사업자,제주특별자치도 서귀포시 대포동 2265 ,히든호텔,관광숙박업,126.4446422,33.2415283,5013061000,중문동,5013011400,대포동
482,관광사업자,제주특별자치도 제주시 외도일동 476 - 3 201호,두나투어 주식회사,여행업,126.4311427,33.4894619,5011067000,외도동,5011012300,외도일동
483,관광사업자,제주특별자치도 서귀포시 보목동 1252 - 1 ,더베이리조트,관광숙박업,126.5935281,33.2412275,5013051000,송산동,5013011000,보목동
484,관광사업자,제주특별자치도 서귀포시 호근동 1616 - 1 ,블루펄리조트,관광숙박업,126.5319426,33.2411379,5013059000,대륜동,5013010400,호근동
485,관광사업자,제주특별자치도 서귀포시 보목동 1252 - 1 ,더베이리조트,관광숙박업,126.5935281,33.2412275,5013051000,송산동,5013011000,보목동
486,관광사업자,제주특별자치도 제주시 연동 82 - 3 ,(주)제주남경[정관장],관광객이용시설업,126.4988074,33.4977742,5011065000,연동,5011013700,연동
487,관광사업자,제주특별자치도 서귀포시 대포동 1960 ,조안베어뮤엄,관광객이용시설업,126.4342829,33.2400369,5013061000,중문동,5013011400,대포동
488,관광사업자,제주특별자치도 제주시 용담이동 883 - 4 ,(주)투어웨이,여행업,126.5036317,33.5100848,5011058000,용담2동,5011010900,용담이동
489,관광사업자,제주특별자치도 제주시 해안동 2131 - 1 ,호텔펄리,관광숙박업,126.4549892,33.4638418,5011066000,노형동,5011013900,해안동
490,관광사업자,제주특별자치도 제주시 애월읍 하가리 120 - 2 ,제주황토리조트,관광숙박업,126.3665705,33.4489415,5011025300,애월읍,5011025330,애월읍 하가리
491,관광사업자,제주특별자치도 서귀포시 하원동 1496 - 1 ,뜨레피아,관광숙박업,126.4588183,33.2493233,5013061000,중문동,5013011800,하원동
492,관광사업자,제주특별자치도 서귀포시 대포동 2118 ,포트에비뉴,관광숙박업,126.4385396,33.2407937,5013061000,중문동,5013011400,대포동
493,관광사업자,제주특별자치도 제주시 노형동 2577 - 3 ,주식회사 삼성인터내셔널,관광객이용시설업,126.4740371,33.4903492,5011066000,노형동,5011012200,노형동
494,관광사업자,제주특별자치도 제주시 한림읍 협재리 1165 ,홍익제주호텔,관광숙박업,126.2532446,33.3918172,5011025000,한림읍,5011025031,한림읍 협재리
495,관광사업자,제주특별자치도 제주시 연동 260 - 21 407호,주식회사 천도,여행업,126.4899171,33.4904446,5011065000,연동,5011013700,연동
496,관광사업자,제주특별자치도 서귀포시 대정읍 보성리 773 ,동부레저인디캠핑,관광객이용시설업,126.2761927,33.2624505,5013025000,대정읍,5013025029,대정읍 보성리
497,관광사업자,제주특별자치도 제주시 이호일동 1725 ,오션패밀리호텔,관광숙박업,126.4510746,33.4952302,5011068000,이호동,5011012500,이호일동
498,관광사업자,제주특별자치도 서귀포시 영남동 225 - 3 ,제주아이브리조트,관광숙박업,126.4965841,33.2884279,5013060000,대천동,5013012200,영남동
499,관광사업자,제주특별자치도 제주시 용담삼동 2382 ,에덴호스텔,관광숙박업,126.489237,33.5184388,5011058000,용담2동,5011011000,용담삼동
500,관광사업자,제주특별자치도 제주시 삼도일동 580 - 31 ,올레관광호텔,관광숙박업,126.5236565,33.4995514,5011055000,삼도1동,5011010500,삼도일동
501,관광사업자,제주특별자치도 제주시 일도이동 371 - 3 ,호텔루트,관광숙박업,126.5429987,33.5089223,5011052000,일도2동,5011010200,일도이동
502,관광사업자,제주특별자치도 서귀포시 강정동 2470 ,라오체호스텔,관광숙박업,126.4965729,33.2370909,5013060000,대천동,5013011600,강정동
503,관광사업자,제주특별자치도 제주시 연동 280 - 15 301호,(주)대경미디어,여행업,126.4911812,33.4926238,5011065000,연동,5011013700,연동
504,관광사업자,제주특별자치도 제주시 용담삼동 2572 - 4 ,화이트하우스,관광숙박업,126.4845095,33.5124037,5011058000,용담2동,5011011000,용담삼동
505,관광사업자,제주특별자치도 제주시 연동 261 - 67 ,엠제이호텔,관광숙박업,126.4884028,33.4890378,5011065000,연동,5011013700,연동
506,관광사업자,제주특별자치도 서귀포시 강정동 160-2 ,호텔랑주,관광숙박업,126.507981,33.253944,5013060000,대천동,5013011600,강정동
507,관광사업자,제주특별자치도 서귀포시 하원동 1378 - 1 ,휴리조트,관광숙박업,126.4536758,33.2537403,5013061000,중문동,5013011800,하원동
508,관광사업자,제주특별자치도 서귀포시 성산읍 성산리 234 - 19 ,성산비치호텔,관광숙박업,126.9328689,33.4648376,5013025900,성산읍,5013025921,성산읍 성산리
509,관광사업자,제주특별자치도 서귀포시 서귀동 654 - 5 ,새섬리조트,관광숙박업,126.5624654,33.2419362,5013051000,송산동,5013010100,서귀동
510,관광사업자,제주특별자치도 제주시 노형동 913 - 4 ,(주)삼진관광,여행업,126.4828025,33.4862556,5011066000,노형동,5011012200,노형동
511,관광사업자,제주특별자치도 서귀포시 표선면 성읍리 483 - 15 ,한라산 동충하초 3관 4관,관광객이용시설업,126.8023772,33.3954473,5013032000,표선면,5013032023,표선면 성읍리
512,관광사업자,제주특별자치도 제주시 노형동 699 - 5 ,(주)한유투어,여행업,126.4835263,33.4743548,5011066000,노형동,5011012200,노형동
513,관광사업자,제주특별자치도 서귀포시 표선면 성읍리 483 - 15 ,한라산 동충하초 1관 2관,관광객이용시설업,126.8023772,33.3954473,5013032000,표선면,5013032023,표선면 성읍리
514,관광사업자,제주특별자치도 제주시 연동 1407 - 2 ,서아통상(주 )제주지점,관광객이용시설업,126.4907092,33.4757948,5011065000,연동,5011013700,연동
515,관광사업자,제주특별자치도 서귀포시 호근동 1591 ,돔베리조트,관광숙박업,126.5312381,33.2415624,5013059000,대륜동,5013010400,호근동
516,관광사업자,제주특별자치도 제주시 이도이동 438 109 109동 201호,(주)차이나 제주,여행업,126.5419236,33.4960172,5011054000,이도2동,5011010400,이도이동
517,관광사업자,제주특별자치도 제주시 노형동 691 - 1 ,(주)오션스타국제여행사,여행업,126.4827477,33.4745887,5011066000,노형동,5011012200,노형동
518,관광사업자,제주특별자치도 제주시 노형동 683 - 1 ,주식회사 제이이피코리아(jep korea),관광객이용시설업,126.4815185,33.4759801,5011066000,노형동,5011012200,노형동
519,관광사업자,제주특별자치도 제주시 이호일동 365 ,스완지,관광숙박업,126.4580706,33.5030258,5011068000,이호동,5011012500,이호일동
520,관광사업자,제주특별자치도 제주시 연동 301 - 3 ,현대관광호텔,관광숙박업,126.4962604,33.4913602,5011065000,연동,5011013700,연동
521,관광사업자,제주특별자치도 서귀포시 강정동 643 ,파미유리조트 가족호텔,관광숙박업,126.502938,33.2350309,5013060000,대천동,5013011600,강정동
522,관광사업자,제주특별자치도 제주시 용담이동 2621 - 10 ,주식회사 제주참앤참,관광객이용시설업,126.5085942,33.5018683,5011058000,용담2동,5011010900,용담이동
523,관광사업자,제주특별자치도 제주시 연동 303 - 13 ,(유)제주파크투어,여행업,126.4961573,33.4861209,5011065000,연동,5011013700,연동
524,관광사업자,제주특별자치도 제주시 도남동 693 - 2 ,한국보간보,관광객이용시설업,126.5242168,33.4893613,5011054000,이도2동,5011012900,도남동
525,관광사업자,제주특별자치도 제주시 애월읍 신엄리 2734 - 1 ,윈드힐 호텔&리조트,관광숙박업,126.3629246,33.4775535,5011025300,애월읍,5011025326,애월읍 신엄리
526,관광사업자,제주특별자치도 제주시 노형동 1553 ,호호제주,여행업,126.4777136,33.4757801,5011066000,노형동,5011012200,노형동
527,관광사업자,제주특별자치도 서귀포시 대포동 2118 ,대포동호스텔,관광숙박업,126.4385396,33.2407937,5013061000,중문동,5013011400,대포동
528,관광사업자,제주특별자치도 제주시 연동 260 - 25 ,제주에어포트호텔,관광숙박업,126.4887678,33.4909445,5011065000,연동,5011013700,연동
529,관광사업자,제주특별자치도 서귀포시 안덕면 화순리 823 ,주식회사 마린파크,관광객이용시설업,126.3346484,33.2408974,5013031000,안덕면,5013031021,안덕면 화순리
530,관광사업자,제주특별자치도 서귀포시 호근동 479 ,펠리체리조트,관광숙박업,126.5350771,33.2442674,5013059000,대륜동,5013010400,호근동
531,관광사업자,제주특별자치도 제주시 노형동 912 - 3 ,제주아이비호텔,관광숙박업,126.4816611,33.4863047,5011066000,노형동,5011012200,노형동
532,관광사업자,제주특별자치도 제주시 한림읍 금능리 2005 ,블루하와이리조트,관광숙박업,126.218315,33.3813316,5011025000,한림읍,5011025033,한림읍 금능리
533,관광사업자,제주특별자치도 제주시 연동 270 - 21 ,주식회사 금성투어,여행업,126.4904719,33.491957,5011065000,연동,5011013700,연동
534,관광사업자,제주특별자치도 제주시 노형동 1288 - 5 409호,오션스투어 주식회사,여행업,126.4783125,33.4858309,5011066000,노형동,5011012200,노형동
535,관광사업자,제주특별자치도 서귀포시 표선면 성읍리 1430 외1필지 ,뉴대장금,관광객이용시설업,126.7939671,33.3864398,5013032000,표선면,5013032023,표선면 성읍리
536,관광사업자,제주특별자치도 제주시 용담일동 163 - 9 ,현대 JK,관광객이용시설업,126.5183939,33.5103073,5011057000,용담1동,5011010800,용담일동
537,관광사업자,제주특별자치도 제주시 연동 260 - 21 ,주식회사 퀸즈,여행업,126.4899171,33.4904446,5011065000,연동,5011013700,연동
538,관광사업자,제주특별자치도 서귀포시 호근동 569 - 2 ,석부작박물관,관광객이용시설업,126.5366475,33.2504709,5013059000,대륜동,5013010400,호근동
539,관광사업자,제주특별자치도 서귀포시 서귀동 316 - 14 ,H·Y PALACE 호텔,관광숙박업,126.558444,33.2470379,5013054000,천지동,5013010100,서귀동
540,관광사업자,제주특별자치도 제주시 조천읍 함덕리 954 - 1 ,대명리조트 제주 신관동 휴양콘도미니엄,관광숙박업,126.6716255,33.5403101,5011025900,조천읍,5011025924,조천읍 함덕리
541,관광사업자,제주특별자치도 제주시 이호일동 295 - 1 ,이호리조트,관광숙박업,126.4633642,33.4994313,5011068000,이호동,5011012500,이호일동
542,관광사업자,제주특별자치도 제주시 연동 2303 - 1 ,(주)이쩌우국제비지니스,여행업,126.4858067,33.4935409,5011065000,연동,5011013700,연동
543,관광사업자,제주특별자치도 제주시 이도이동 1030 - 9 ,(주)탑이엔티,여행업,126.5317088,33.4974653,5011054000,이도2동,5011010400,이도이동
544,관광사업자,제주특별자치도 제주시 연동 282 - 45 ,주식회사 애보여행사,여행업,126.4931332,33.4886446,5011065000,연동,5011013700,연동
545,관광사업자,제주특별자치도 제주시 노형동 677 - 4 ,주식회사 에이플러스,여행업,126.480628,33.475843,5011066000,노형동,5011012200,노형동
546,관광사업자,제주특별자치도 제주시 이도이동 1176 - 11 ,관광호텔 더레드,관광숙박업,126.5318637,33.5010373,5011054000,이도2동,5011010400,이도이동
547,관광사업자,제주특별자치도 제주시 용담일동 2651 - 6 ,(주)환성관광여행사,여행업,126.5126019,33.5003477,5011057000,용담1동,5011010800,용담일동
548,관광사업자,제주특별자치도 서귀포시 남원읍 신흥리 108 ,(주)장수생명과학,여행업,126.773074,33.3029248,5013025300,남원읍,5013025326,남원읍 신흥리
549,관광사업자,제주특별자치도 서귀포시 서귀동 317 - 7 ,오렌지 호스텔,관광숙박업,126.5574224,33.2471703,5013054000,천지동,5013010100,서귀동
550,관광사업자,제주특별자치도 제주시 한림읍 협재리 2021 - 1 ,카이 호스텔,관광숙박업,126.2413531,33.3920639,5011025000,한림읍,5011025031,한림읍 협재리
551,관광사업자,제주특별자치도 제주시 연동 300 - 1 2호,(주)중원여행사,여행업,126.4963017,33.4933261,5011065000,연동,5011013700,연동
552,관광사업자,제주특별자치도 제주시 아라일동 6125 - 10 ,아시아레저(주),여행업,126.5516525,33.4726813,5011063000,아라동,5011011700,아라일동
553,관광사업자,제주특별자치도 제주시 오라삼동 2140 - 3 ,유진글로벌(주),관광객이용시설업,126.5076552,33.493247,5011064000,오라동,5011012100,오라삼동
554,관광사업자,제주특별자치도 제주시 연동 1372 - 2 ,(주)제이아이씨,여행업,126.4904598,33.4814897,5011065000,연동,5011013700,연동
555,관광사업자,제주특별자치도 서귀포시 호근동 1641 - 2 ,팜빌리지,관광숙박업,126.5278616,33.2426494,5013059000,대륜동,5013010400,호근동
556,관광사업자,제주특별자치도 제주시 이호일동 1812 - 8 ,에바다호스텔,관광숙박업,126.4474876,33.4972499,5011068000,이호동,5011012500,이호일동
557,관광사업자,제주특별자치도 제주시 오라이동 779 - 1 ,(주)제주미자듀티프리,관광객이용시설업,126.5080696,33.4722185,5011064000,오라동,5011012000,오라이동
558,관광사업자,제주특별자치도 서귀포시 성산읍 시흥리 204 ,봄그리고가을리조트,관광숙박업,126.9104171,33.4743619,5013025900,성산읍,5013025923,성산읍 시흥리
559,관광사업자,제주특별자치도 제주시 이도일동 1244 - 7 ,하이트관광호텔,관광숙박업,126.5335519,33.5030317,5011053000,이도1동,5011010300,이도일동
560,관광사업자,제주특별자치도 제주시 한림읍 한림리 1365 - 1 ,제주동제여행사(주),여행업,126.2628257,33.4142286,5011025000,한림읍,5011025024,한림읍 한림리
561,관광사업자,제주특별자치도 서귀포시 남원읍 위미리 4627 ,(주)백통신원여행사,여행업,126.6413063,33.322318,5013025300,남원읍,5013025327,남원읍 위미리
562,관광사업자,제주특별자치도 제주시 이도이동 1927 - 3 ,정관장제주조현 대리점,관광객이용시설업,126.530382,33.4881002,5011054000,이도2동,5011010400,이도이동
563,관광사업자,제주특별자치도 제주시 노형동 1029 - 9 ,(주)여행매니저,여행업,126.476397,33.4926051,5011066000,노형동,5011012200,노형동
564,관광사업자,제주특별자치도 제주시 삼도이동 1192 - 22 ,탐나투어,여행업,126.522442,33.5171895,5011056000,삼도2동,5011010600,삼도이동
565,관광사업자,제주특별자치도 서귀포시 서호동 30 ,화이트캐슬,관광숙박업,126.5241631,33.245653,5013059000,대륜동,5013010300,서호동
566,관광사업자,제주특별자치도 서귀포시 법환동 914 ,이레상사,관광객이용시설업,126.5090094,33.246464,5013059000,대륜동,5013010200,법환동
567,관광사업자,제주특별자치도 서귀포시 성산읍 신산리 953 ,국제문화스포츠교육원 제주힐링캠프,관광객이용시설업,126.8726027,33.3826979,5013025900,성산읍,5013025927,성산읍 신산리
568,관광사업자,제주특별자치도 서귀포시 성산읍 수산리 2576 ,제주일출가족호텔,관광숙박업,126.8619705,33.4299274,5013025900,성산읍,5013025925,성산읍 수산리
569,관광사업자,제주특별자치도 서귀포시 성산읍 시흥리 5 ,아름다운리조트,관광숙박업,126.9101154,33.4752608,5013025900,성산읍,5013025923,성산읍 시흥리
