번호,개방서비스명,소재지전체주소,사업장명,문화체육업종명,X,Y,행정동코드,행정동명,법정동코드,법정동명
1,관광숙박업,제주특별자치도 제주시 애월읍 납읍리 465 ,리쳄블 리조트 앤드 호텔,관광숙박업,126.3507092,33.4278246,5011025300,애월읍,5011025335,애월읍 납읍리
2,관광숙박업,제주특별자치도 서귀포시 안덕면 덕수리 1513-1 ,개덩이네 하우스,관광숙박업,126.3177883,33.2792214,5013031000,안덕면,5013031026,안덕면 덕수리
3,관광숙박업,제주특별자치도 서귀포시 표선면 가시리 282-4 ,샤인빌파크 컨트리클럽,관광숙박업,126.7888877,33.3450328,5013032000,표선면,5013032024,표선면 가시리
4,관광숙박업,제주특별자치도 서귀포시 서귀동 699-1 ,오르비제주stay,관광숙박업,126.5627315,33.2414164,5013051000,송산동,5013010100,서귀동
5,관광숙박업,제주특별자치도 제주시 연동 251-62 ,㈜유유코리아,관광숙박업,126.4865482,33.4892676,5011065000,연동,5011013700,연동
6,관광숙박업,제주특별자치도 제주시 외도이동 2048 ,신라스테이플러스 이호테우,관광숙박업,126.422603,33.4928245,5011067000,외도동,5011012400,외도이동
7,관광숙박업,제주특별자치도 서귀포시 색달동 1045 ,야크마을,관광숙박업,126.4158482,33.2686992,5013062000,예래동,5013011900,색달동
8,관광숙박업,제주특별자치도 서귀포시 대정읍 상모리 87-19 ,휘게호텔,관광숙박업,126.2913977,33.2095854,5013025000,대정읍,5013025021,대정읍 상모리
9,관광숙박업,제주특별자치도 서귀포시 강정동 3703-3 ,더 시에나 리조트,관광숙박업,126.4839413,33.2646526,5013060000,대천동,5013011600,강정동
10,관광숙박업,제주특별자치도 제주시 애월읍 고내리 1109-1 ,닻밭,관광숙박업,126.3385566,33.4674565,5011025300,애월읍,5011025333,애월읍 고내리
11,관광숙박업,제주특별자치도 서귀포시 호근동 399 ,JW marriott jeju resort & spa,관광숙박업,126.5381149,33.2428966,5013059000,대륜동,5013010400,호근동
12,관광숙박업,제주특별자치도 제주시 노형동 산 13 ,엠버퓨어힐 호텔앤리조트,관광숙박업,126.4873294,33.4251035,5011066000,노형동,5011012200,노형동
13,관광숙박업,제주특별자치도 서귀포시 상예동 3713-1 ,고은관광농원 휴양콘도미니엄,관광숙박업,126.3785087,33.2647016,5013062000,예래동,5013012000,상예동
14,관광숙박업,제주특별자치도 서귀포시 표선면 가시리 265 ,카세로지,관광숙박업,126.7864813,33.3450364,5013032000,표선면,5013032024,표선면 가시리
15,관광숙박업,제주특별자치도 서귀포시 남원읍 위미리 4626 스프링데일 콘도미니엄2 ,스프링데일 골프&리조트 휴양콘도미니엄 1,관광숙박업,126.6392786,33.3304734,5013025300,남원읍,5013025327,남원읍 위미리
16,관광숙박업,제주특별자치도 제주시 조천읍 교래리 385-1 ,에코랜드 호텔,관광숙박업,126.6734849,33.4480882,5011025900,조천읍,5011025929,조천읍 교래리
17,관광숙박업,제주특별자치도 제주시 우도면 연평리 1707 ,훈데르트힐즈,관광숙박업,126.95538,33.4938996,5011033000,우도면,5011033021,우도면 연평리
18,관광숙박업,제주특별자치도 서귀포시 대정읍 안성리 214 ,산방산호텔,관광숙박업,126.29333,33.2498037,5013025000,대정읍,5013025023,대정읍 안성리
19,관광숙박업,제주특별자치도 서귀포시 서귀동 485-1 ,빨간모자달팽이,관광숙박업,126.5634916,33.2454554,5013052000,정방동,5013010100,서귀동
20,관광숙박업,제주특별자치도 제주시 연동 276 김스캐슬 ,SUN STAY HOTEL,관광숙박업,126.4901097,33.4836852,5011065000,연동,5011013700,연동
21,관광숙박업,제주특별자치도 제주시 한림읍 옹포리 393-9 ,아루미호텔 협재,관광숙박업,126.2563395,33.4063574,5011025000,한림읍,5011025028,한림읍 옹포리
22,관광숙박업,제주특별자치도 서귀포시 대정읍 상모리 87-22 ,(주)젠하이더웨이 트로피컬하이드어웨이,관광숙박업,126.2912004,33.2092491,5013025000,대정읍,5013025021,대정읍 상모리
23,관광숙박업,제주특별자치도 서귀포시 남원읍 위미리 산 72 ,백통신원리조트 기린,관광숙박업,126.6400914,33.3244776,5013025300,남원읍,5013025327,남원읍 위미리
24,관광숙박업,제주특별자치도 제주시 노형동 925 제주 드림타워 복합리조트 ,그랜드하얏트제주,관광숙박업,126.4814641,33.4852655,5011066000,노형동,5011012200,노형동
25,관광숙박업,제주특별자치도 제주시 구좌읍 평대리 3350 ,마음스테이,관광숙박업,126.8540052,33.5261468,5011025600,구좌읍,5011025633,구좌읍 평대리
26,관광숙박업,제주특별자치도 제주시 일도일동 1331-1 ,더제이드,관광숙박업,126.5266737,33.5139132,5011051000,일도1동,5011010100,일도일동
27,관광숙박업,제주특별자치도 서귀포시 법환동 1498 ,더 그랜드 섬오름,관광숙박업,126.5096804,33.2328489,5013059000,대륜동,5013010200,법환동
28,관광숙박업,제주특별자치도 제주시 도두이동 680 ,메르블루,관광숙박업,126.4841736,33.5112997,5011069000,도두동,5011012800,도두이동
29,관광숙박업,제주특별자치도 서귀포시 보목동 1453번지 ,호텔 서귀피안,관광숙박업,126.5905153,33.2444392,5013051000,송산동,5013011000,보목동
30,관광숙박업,제주특별자치도 서귀포시 색달동 2864-32 ,씨사이드아덴(색달해변리조트),관광숙박업,126.4154539,33.2477414,5013062000,예래동,5013011900,색달동
31,관광숙박업,제주특별자치도 서귀포시 서호동 115번지 ,골드원호텔,관광숙박업,126.5220312,33.2441761,5013059000,대륜동,5013010300,서호동
32,관광숙박업,제주특별자치도 제주시 애월읍 납읍리 102 ,통나무파크,관광숙박업,126.3660075,33.4101313,5011025300,애월읍,5011025335,애월읍 납읍리
33,관광숙박업,제주특별자치도 제주시 애월읍 고내리 1159 ,솔트,관광숙박업,126.3363274,33.46703,5011025300,애월읍,5011025333,애월읍 고내리
34,관광숙박업,제주특별자치도 서귀포시 성산읍 오조리 398-10번지 ,취다선리조트,관광숙박업,126.9127928,33.4719393,5013025900,성산읍,5013025922,성산읍 오조리
35,관광숙박업,제주특별자치도 서귀포시 하예동 1795-1번지 ,부띠끄스테이 스놉,관광숙박업,126.3695941,33.2333094,5013062000,예래동,5013012100,하예동
36,관광숙박업,제주특별자치도 제주시 이도이동 1176-43번지 ,시티홀관광호텔제주,관광숙박업,126.5319861,33.5007953,5011054000,이도2동,5011010400,이도이동
37,관광숙박업,제주특별자치도 서귀포시 서귀동 310-41번지 ,올레휴,관광숙박업,126.5607972,33.2487962,5013054000,천지동,5013010100,서귀동
38,관광숙박업,제주특별자치도 서귀포시 남원읍 태흥리 373 ,제주도 게스트하우스 파티 빅썸,관광숙박업,126.7498175,33.2878341,5013025300,남원읍,5013025322,남원읍 태흥리
39,관광숙박업,제주특별자치도 제주시 애월읍 고내리 84 ,다인오세아노호텔,관광숙박업,126.350476,33.4725201,5011025300,애월읍,5011025333,애월읍 고내리
40,관광숙박업,제주특별자치도 서귀포시 남원읍 남원리 98-10번지 ,HOTEL이디,관광숙박업,126.7204741,33.2792405,5013025300,남원읍,5013025321,남원읍 남원리
41,관광숙박업,제주특별자치도 서귀포시 서귀동 411-1번지 런 호텔 ,런호텔,관광숙박업,126.5661891,33.2471635,5013052000,정방동,5013010100,서귀동
42,관광숙박업,제주특별자치도 서귀포시 하원동 1885 ,ES제주리조트,관광숙박업,126.4560746,33.2893828,5013061000,중문동,5013011800,하원동
43,관광숙박업,제주특별자치도 제주시 한림읍 협재리 2514-2 ,블루스프링 부띠끄 호텔,관광숙박업,126.2402385,33.3929767,5011025000,한림읍,5011025031,한림읍 협재리
44,관광숙박업,제주특별자치도 제주시 연동 2334-4번지 ,호텔 시리우스,관광숙박업,126.4909414,33.4934232,5011065000,연동,5011013700,연동
45,관광숙박업,제주특별자치도 서귀포시 토평동 581-11 ,한옥호텔 한라궁,관광숙박업,126.5785813,33.248559,5013056000,영천동,5013011100,토평동
46,관광숙박업,제주특별자치도 서귀포시 안덕면 서광리 산 24 ,제주신화월드 호텔 앤 리조트,관광숙박업,126.317434,33.307183,5013031000,안덕면,5013031027,안덕면 서광리
47,관광숙박업,제주특별자치도 서귀포시 강정동 855-1번지 ,글레즈하임 호텔,관광숙박업,126.4979214,33.2366564,5013060000,대천동,5013011600,강정동
48,관광숙박업,제주특별자치도 서귀포시 서귀동 313-3번지 ,이아호텔,관광숙박업,126.5602734,33.2473656,5013054000,천지동,5013010100,서귀동
49,관광숙박업,제주특별자치도 제주시 용담이동 2761번지 ,제주노블레스 관광호텔,관광숙박업,126.5034126,33.5009313,5011058000,용담2동,5011010900,용담이동
50,관광숙박업,제주특별자치도 서귀포시 토평동 237-2번지 ,제이앤비 가족호텔,관광숙박업,126.5926141,33.2607641,5013056000,영천동,5013011100,토평동
51,관광숙박업,제주특별자치도 서귀포시 성산읍 고성리 437-1번지 ,제주 티라 호텔,관광숙박업,126.9185148,33.4425963,5013025900,성산읍,5013025924,성산읍 고성리
52,관광숙박업,제주특별자치도 서귀포시 성산읍 시흥리 10번지 ,아띠랑스,관광숙박업,126.9092274,33.477435,5013025900,성산읍,5013025923,성산읍 시흥리
53,관광숙박업,제주특별자치도 제주시 해안동 2500 ,캠퍼트리 호텔 앤 리조트,관광숙박업,126.4494493,33.4523768,5011066000,노형동,5011013900,해안동
54,관광숙박업,제주특별자치도 제주시 도두이동 1644-4 ,제주도 게스트 하우스 파티 어울림 25 오션뷰점,관광숙박업,126.4733411,33.5091562,5011069000,도두동,5011012800,도두이동
55,관광숙박업,제주특별자치도 제주시 노형동 2488-1번지 ,제주레슬리호텔,관광숙박업,126.470649,33.4810935,5011066000,노형동,5011012200,노형동
56,관광숙박업,제주특별자치도 제주시 용담이동 2678-10번지 ,정안호스텔,관광숙박업,126.5110134,33.5089025,5011058000,용담2동,5011010900,용담이동
57,관광숙박업,제주특별자치도 서귀포시 토평동 산 30-13 ,더큐브리조트제주,관광숙박업,126.5636559,33.2858943,5013056000,영천동,5013011100,토평동
58,관광숙박업,제주특별자치도 서귀포시 서귀동 310-10 ,서현호스텔,관광숙박업,126.5607512,33.248985,5013054000,천지동,5013010100,서귀동
59,관광숙박업,제주특별자치도 제주시 이도이동 1174-1번지 ,(주)호텔샬롬,관광숙박업,126.5325902,33.5019835,5011054000,이도2동,5011010400,이도이동
60,관광숙박업,제주특별자치도 서귀포시 대정읍 하모리 1089-23 ,HOTEL 52,관광숙박업,126.2470915,33.2198689,5013025000,대정읍,5013025022,대정읍 하모리
61,관광숙박업,제주특별자치도 서귀포시 안덕면 서광리 산 24-6 ,제주신화빌라스,관광숙박업,126.3212306,33.301807,5013031000,안덕면,5013031027,안덕면 서광리
62,관광숙박업,제주특별자치도 서귀포시 성산읍 신양리 297-1 ,플레이스(playce),관광숙박업,126.9151781,33.4376352,5013025900,성산읍,5013025901,성산읍 신양리
63,관광숙박업,제주특별자치도 서귀포시 성산읍 고성리 510-6번지 ,썬라이즈호텔 섭지코지점,관광숙박업,126.9182872,33.4366706,5013025900,성산읍,5013025924,성산읍 고성리
64,관광숙박업,제주특별자치도 서귀포시 서귀동 697-1번지 ,피노호텔,관광숙박업,126.5633429,33.2414235,5013051000,송산동,5013010100,서귀동
65,관광숙박업,제주특별자치도 서귀포시 서귀동 289-13 ,호텔 버지니아,관광숙박업,126.5624302,33.2506454,5013053000,중앙동,5013010100,서귀동
66,관광숙박업,제주특별자치도 제주시 용담삼동 2572 ,몽듀호텔,관광숙박업,126.4845149,33.5127103,5011058000,용담2동,5011011000,용담삼동
67,관광숙박업,제주특별자치도 서귀포시 색달동 2138 ,호텔더본제주,관광숙박업,126.4062277,33.2594793,5013062000,예래동,5013011900,색달동
68,관광숙박업,제주특별자치도 제주시 오등동 10-1번지 ,호텔난타,관광숙박업,126.547607,33.4456227,5011063000,아라동,5011013400,오등동
69,관광숙박업,제주특별자치도 제주시 조천읍 함덕리 3230-1번지 ,스위트캐슬,관광숙박업,126.6569012,33.5442083,5011025900,조천읍,5011025924,조천읍 함덕리
70,관광숙박업,제주특별자치도 제주시 이호일동 345 ,오드리 인,관광숙박업,126.4602306,33.5031969,5011068000,이호동,5011012500,이호일동
71,관광숙박업,제주특별자치도 서귀포시 상효동 2205-3 ,돈내코힐 리조트,관광숙박업,126.5786927,33.3026206,5013056000,영천동,5013010700,상효동
72,관광숙박업,제주특별자치도 제주시 한림읍 금능리 1803-2번지 ,제주담스파빌,관광숙박업,126.2254075,33.3855532,5011025000,한림읍,5011025033,한림읍 금능리
73,관광숙박업,제주특별자치도 서귀포시 호근동 479-4 ,제주브릭스,관광숙박업,126.5358125,33.2445645,5013059000,대륜동,5013010400,호근동
74,관광숙박업,제주특별자치도 제주시 한림읍 귀덕리 3646 ,스카이 호텔,관광숙박업,126.276121,33.4328505,5011025000,한림읍,5011025021,한림읍 귀덕리
75,관광숙박업,제주특별자치도 제주시 한림읍 협재리 1398 ,아길라 호텔,관광숙박업,126.2494826,33.399878,5011025000,한림읍,5011025031,한림읍 협재리
76,관광숙박업,제주특별자치도 서귀포시 성산읍 오조리 990-1 ,코델리아호텔,관광숙박업,126.9102081,33.454957,5013025900,성산읍,5013025922,성산읍 오조리
77,관광숙박업,제주특별자치도 제주시 애월읍 하귀2리 2749-3 ,나비스 호스텔,관광숙박업,126.3915943,33.4863224,5011025300,애월읍,5011025341,애월읍 하귀2리
78,관광숙박업,제주특별자치도 서귀포시 안덕면 사계리 3318-1 ,오피스제주,관광숙박업,126.2906103,33.2340791,5013031000,안덕면,5013031025,안덕면 사계리
79,관광숙박업,제주특별자치도 서귀포시 대포동 1695 ,호텔 스테이인터뷰 제주,관광숙박업,126.4294893,33.2459089,5013061000,중문동,5013011400,대포동
80,관광숙박업,제주특별자치도 제주시 이도이동 1010 ,뷰띠끄 헤르츠 호텔,관광숙박업,126.5311181,33.4973951,5011054000,이도2동,5011010400,이도이동
81,관광숙박업,제주특별자치도 서귀포시 성산읍 성산리 169-16 ,썬라이즈제주,관광숙박업,126.9309845,33.46236,5013025900,성산읍,5013025921,성산읍 성산리
82,관광숙박업,제주특별자치도 제주시 이도이동 1169-8 ,라인호텔,관광숙박업,126.5331891,33.502207,5011054000,이도2동,5011010400,이도이동
83,관광숙박업,제주특별자치도 서귀포시 대정읍 하모리 2129-3번지 ,모슬포3호텔,관광숙박업,126.2505558,33.2177269,5013025000,대정읍,5013025022,대정읍 하모리
84,관광숙박업,제주특별자치도 서귀포시 대정읍 하모리 2129-2번지 ,모슬포2호텔,관광숙박업,126.2507488,33.2177296,5013025000,대정읍,5013025022,대정읍 하모리
85,관광숙박업,제주특별자치도 서귀포시 대정읍 하모리 2129-1번지 ,모슬포1호텔,관광숙박업,126.250931,33.2177412,5013025000,대정읍,5013025022,대정읍 하모리
86,관광숙박업,제주특별자치도 제주시 애월읍 하가리 1256-2번지 ,샐리스 제주호텔,관광숙박업,126.3417186,33.464659,5011025300,애월읍,5011025330,애월읍 하가리
87,관광숙박업,제주특별자치도 서귀포시 서귀동 432-3번지 ,칠십리호텔,관광숙박업,126.5612953,33.2472152,5013052000,정방동,5013010100,서귀동
88,관광숙박업,제주특별자치도 제주시 한림읍 한림리 1314-35번지 ,더퍼스트 호스텔,관광숙박업,126.2647319,33.4167616,5011025000,한림읍,5011025024,한림읍 한림리
89,관광숙박업,제주특별자치도 서귀포시 법환동 1452 ,T아일랜드호스텔,관광숙박업,126.5113652,33.2334551,5013059000,대륜동,5013010200,법환동
90,관광숙박업,제주특별자치도 서귀포시 상예동 592-1번지 ,히든클리프호텔&네이쳐,관광숙박업,126.4018347,33.2555642,5013062000,예래동,5013012000,상예동
91,관광숙박업,제주특별자치도 서귀포시 서귀동 650-1 ,천지연크리스탈호텔,관광숙박업,126.5619238,33.2422546,5013051000,송산동,5013010100,서귀동
92,관광숙박업,제주특별자치도 서귀포시 서홍동 754-3번지 ,풍경호스텔,관광숙박업,126.5528766,33.242384,5013058000,서홍동,5013010600,서홍동
93,관광숙박업,제주특별자치도 제주시 연동 273-54 ,메이저2 호스텔,관광숙박업,126.491534,33.4865515,5011065000,연동,5011013700,연동
94,관광숙박업,제주특별자치도 제주시 애월읍 하귀1리 544-2 ,더스테이센추리호텔,관광숙박업,126.4089324,33.4848783,5011025300,애월읍,5011025340,애월읍 하귀1리
95,관광숙박업,제주특별자치도 서귀포시 성산읍 고성리 496-1 ,제주스테이,관광숙박업,126.9159161,33.4379573,5013025900,성산읍,5013025924,성산읍 고성리
96,관광숙박업,제주특별자치도 서귀포시 하예동 460-1 ,그랜드메르호텔 제주,관광숙박업,126.3861073,33.2395834,5013062000,예래동,5013012100,하예동
97,관광숙박업,제주특별자치도 서귀포시 중문동 2129-2 ,유어스호텔,관광숙박업,126.4238173,33.2498673,5013061000,중문동,5013011200,중문동
98,관광숙박업,제주특별자치도 제주시 연동 292-27 ,어반아일랜드호텔,관광숙박업,126.4947969,33.4895033,5011065000,연동,5011013700,연동
99,관광숙박업,제주특별자치도 제주시 연동 272-26 ,인덱스 제이드림호텔,관광숙박업,126.4915487,33.4894277,5011065000,연동,5011013700,연동
100,관광숙박업,제주특별자치도 서귀포시 중문동 2167-16번지 ,해리안호텔,관광숙박업,126.4214663,33.2529118,5013061000,중문동,5013011200,중문동
101,관광숙박업,제주특별자치도 서귀포시 호근동 285-1 델앤델리조트 ,오레브 리조트(O'reve RESORT),관광숙박업,126.5399982,33.2444965,5013059000,대륜동,5013010400,호근동
102,관광숙박업,제주특별자치도 제주시 이도이동 1776-31 ,KMJ 관광호텔,관광숙박업,126.5277244,33.5001768,5011054000,이도2동,5011010400,이도이동
103,관광숙박업,제주특별자치도 서귀포시 강정동 925-2번지 ,레지나펜션,관광숙박업,126.4996102,33.2370284,5013060000,대천동,5013011600,강정동
104,관광숙박업,제주특별자치도 서귀포시 보목동 750-1번지 ,더블루 제주,관광숙박업,126.6017685,33.2418975,5013051000,송산동,5013011000,보목동
105,관광숙박업,제주특별자치도 서귀포시 대정읍 하모리 2133-5 ,해수스파호텔코자,관광숙박업,126.2521429,33.2166673,5013025000,대정읍,5013025022,대정읍 하모리
106,관광숙박업,제주특별자치도 제주시 한림읍 귀덕리 721-1번지 ,물뜰에 쉼팡 리조트,관광숙박업,126.2978126,33.4381537,5011025000,한림읍,5011025021,한림읍 귀덕리
107,관광숙박업,제주특별자치도 서귀포시 표선면 표선리 591-1 ,제주리시온 관광호텔,관광숙박업,126.8338046,33.3271415,5013032000,표선면,5013032021,표선면 표선리
108,관광숙박업,제주특별자치도 서귀포시 안덕면 사계리 1586-4 ,제주도 스테이블 본점,관광숙박업,126.299054,33.2368094,5013031000,안덕면,5013031025,안덕면 사계리
109,관광숙박업,제주특별자치도 서귀포시 서귀동 685 ,솔동산 스테이,관광숙박업,126.5627203,33.2407851,5013051000,송산동,5013010100,서귀동
110,관광숙박업,제주특별자치도 제주시 노형동 1288-4번지 ,노형호텔,관광숙박업,126.4781242,33.4861351,5011066000,노형동,5011012200,노형동
111,관광숙박업,제주특별자치도 서귀포시 성산읍 성산리 180-5번지 ,휴안스테이호텔,관광숙박업,126.9323345,33.463679,5013025900,성산읍,5013025921,성산읍 성산리
112,관광숙박업,제주특별자치도 서귀포시 서홍동 1289-1 ,스와브호텔,관광숙박업,126.5533224,33.2570043,5013058000,서홍동,5013010600,서홍동
113,관광숙박업,제주특별자치도 서귀포시 서귀동 587-43번지 ,호텔연,관광숙박업,126.5621422,33.2439882,5013052000,정방동,5013010100,서귀동
114,관광숙박업,제주특별자치도 제주시 용담삼동 2383-1번지 ,삼다호스텔,관광숙박업,126.4888749,33.518218,5011058000,용담2동,5011011000,용담삼동
115,관광숙박업,제주특별자치도 제주시 삼도일동 558-5 알리바호텔 ,알리바 호텔,관광숙박업,126.5233686,33.5000258,5011055000,삼도1동,5011010500,삼도일동
116,관광숙박업,제주특별자치도 제주시 애월읍 구엄리 941번지 ,흰수염고래리조트,관광숙박업,126.3804993,33.4748815,5011025300,애월읍,5011025324,애월읍 구엄리
117,관광숙박업,제주특별자치도 서귀포시 서귀동 323-19 ,호텔 라벤더 제주,관광숙박업,126.5566205,33.2476479,5013054000,천지동,5013010100,서귀동
118,관광숙박업,제주특별자치도 제주시 한림읍 월령리 254-1 ,리벤시아 호텔 앤드 풀빌라 펜션,관광숙박업,126.218075,33.3778212,5011025000,한림읍,5011025032,한림읍 월령리
119,관광숙박업,제주특별자치도 서귀포시 대포동 2229-1번지 ,브릭216,관광숙박업,126.4434096,33.2408547,5013061000,중문동,5013011400,대포동
120,관광숙박업,제주특별자치도 제주시 애월읍 하귀2리 2732번지 ,탐라스테이,관광숙박업,126.3913682,33.4869145,5011025300,애월읍,5011025341,애월읍 하귀2리
121,관광숙박업,제주특별자치도 서귀포시 대정읍 무릉리 3876 ,제이라움호스텔,관광숙박업,126.1904685,33.2568328,5013025000,대정읍,5013025031,대정읍 무릉리
122,관광숙박업,제주특별자치도 서귀포시 안덕면 사계리 1586-1 ,제주도 스테이블,관광숙박업,126.2993299,33.2369665,5013031000,안덕면,5013031025,안덕면 사계리
123,관광숙박업,제주특별자치도 제주시 건입동 1037-1 ,하버 관광호텔,관광숙박업,126.5382664,33.5176929,5011059000,건입동,5011010700,건입동
124,관광숙박업,제주특별자치도 서귀포시 서귀동 308-2 ,호텔휴식서귀포,관광숙박업,126.5595048,33.2503951,5013054000,천지동,5013010100,서귀동
125,관광숙박업,제주특별자치도 서귀포시 중문동 2453 ,젠트레일 호텔,관광숙박업,126.4305213,33.2475989,5013061000,중문동,5013011200,중문동
126,관광숙박업,제주특별자치도 제주시 연동 304-13 ,제주코아호텔,관광숙박업,126.4960726,33.4841725,5011065000,연동,5011013700,연동
127,관광숙박업,제주특별자치도 서귀포시 법환동 17 ,호텔펠리시아,관광숙박업,126.5179237,33.2472378,5013059000,대륜동,5013010200,법환동
128,관광숙박업,제주특별자치도 제주시 내도동 104 ,나이스호텔,관광숙박업,126.4424384,33.48296,5011067000,외도동,5011014000,내도동
129,관광숙박업,제주특별자치도 서귀포시 상예동 185-1번지 ,모던플레이스,관광숙박업,126.3947514,33.2679327,5013062000,예래동,5013012000,상예동
130,관광숙박업,제주특별자치도 제주시 내도동 277-1 ,제주인관광호텔,관광숙박업,126.4458301,33.4918468,5011067000,외도동,5011014000,내도동
131,관광숙박업,제주특별자치도 제주시 애월읍 하귀2리 2615-8 ,시드니호텔 2,관광숙박업,126.3960551,33.4836395,5011025300,애월읍,5011025341,애월읍 하귀2리
132,관광숙박업,제주특별자치도 제주시 해안동 2510번지 ,BLACK PINE RESORT,관광숙박업,126.4485548,33.4530869,5011066000,노형동,5011013900,해안동
133,관광숙박업,제주특별자치도 제주시 연동 279-3번지 ,호텔더원,관광숙박업,126.4912559,33.4827345,5011065000,연동,5011013700,연동
134,관광숙박업,제주특별자치도 서귀포시 남원읍 위미리 4627번지 ,백통신원리조트,관광숙박업,126.6413063,33.322318,5013025300,남원읍,5013025327,남원읍 위미리
135,관광숙박업,제주특별자치도 서귀포시 강정동 165-7 ,퍼블리코,관광숙박업,126.5071382,33.2530233,5013060000,대천동,5013011600,강정동
136,관광숙박업,제주특별자치도 서귀포시 성산읍 성산리 196-5 ,블루마운틴관광호텔,관광숙박업,126.9343244,33.4636961,5013025900,성산읍,5013025921,성산읍 성산리
137,관광숙박업,제주특별자치도 제주시 도두일동 1798-6번지 ,호텔펄리플러스,관광숙박업,126.4694987,33.5055026,5011069000,도두동,5011012700,도두일동
138,관광숙박업,제주특별자치도 서귀포시 안덕면 서광리 2513번지 ,테디벨리리조트휴양콘도미니엄,관광숙박업,126.3445855,33.2936817,5013031000,안덕면,5013031027,안덕면 서광리
139,관광숙박업,제주특별자치도 제주시 애월읍 고내리 1105-1 ,씨스테이호텔,관광숙박업,126.3389953,33.4675796,5011025300,애월읍,5011025333,애월읍 고내리
140,관광숙박업,제주특별자치도 제주시 삼양이동 2140-1번지 ,블랙샌즈 관광호텔,관광숙박업,126.5873111,33.5219404,5011061000,삼양동,5011011400,삼양이동
141,관광숙박업,제주특별자치도 제주시 이호일동 328-4 ,썬비치리조트,관광숙박업,126.4614352,33.5026259,5011068000,이호동,5011012500,이호일동
142,관광숙박업,제주특별자치도 서귀포시 서귀동 777-1번지 ,비케이호텔인제주,관광숙박업,126.5642828,33.2410286,5013051000,송산동,5013010100,서귀동
143,관광숙박업,제주특별자치도 서귀포시 색달동 1622-2 ,제이뷰호텔,관광숙박업,126.4164802,33.2646051,5013062000,예래동,5013011900,색달동
144,관광숙박업,제주특별자치도 제주시 도두일동 1750 해든호텔 ,도두봉스테이호텔,관광숙박업,126.4698892,33.5065532,5011069000,도두동,5011012700,도두일동
145,관광숙박업,제주특별자치도 제주시 애월읍 하귀2리 2615-7 시드니호텔 ,시드니호텔,관광숙박업,126.3955881,33.4838769,5011025300,애월읍,5011025341,애월읍 하귀2리
146,관광숙박업,제주특별자치도 서귀포시 서홍동 637 파크 선샤인 제주 ,파크선샤인제주 관광호텔,관광숙박업,126.5533102,33.2434169,5013058000,서홍동,5013010600,서홍동
147,관광숙박업,제주특별자치도 제주시 도두일동 2272-2 에스관광호텔 ,에스호텔,관광숙박업,126.4714621,33.4954384,5011069000,도두동,5011012700,도두일동
148,관광숙박업,제주특별자치도 제주시 도두일동 2272-2번지 ,도두 관광호텔,관광숙박업,126.4714621,33.4954384,5011069000,도두동,5011012700,도두일동
149,관광숙박업,제주특별자치도 제주시 이호일동 325 ,오션팔레드,관광숙박업,126.4623324,33.5024026,5011068000,이호동,5011012500,이호일동
150,관광숙박업,제주특별자치도 서귀포시 대정읍 하모리 934번지 ,써니호텔,관광숙박업,126.2523518,33.2207273,5013025000,대정읍,5013025022,대정읍 하모리
151,관광숙박업,제주특별자치도 제주시 애월읍 하가리 120-50 ,레드클레이 호스텔,관광숙박업,126.3659822,33.4487715,5011025300,애월읍,5011025330,애월읍 하가리
152,관광숙박업,제주특별자치도 서귀포시 중문동 2700-2 ,제주 부영호텔 & 리조트,관광숙박업,126.4232511,33.2425572,5013061000,중문동,5013011200,중문동
153,관광숙박업,제주특별자치도 서귀포시 중문동 2050-5번지 ,중문씨티호텔,관광숙박업,126.4248068,33.2509347,5013061000,중문동,5013011200,중문동
154,관광숙박업,제주특별자치도 서귀포시 중문동 2115-1번지 ,베니키아 중문호텔,관광숙박업,126.4224074,33.251896,5013061000,중문동,5013011200,중문동
155,관광숙박업,제주특별자치도 서귀포시 안덕면 사계리 2763-4 ,틈,관광숙박업,126.2938429,33.2338981,5013031000,안덕면,5013031025,안덕면 사계리
156,관광숙박업,제주특별자치도 서귀포시 성산읍 성산리 382-6번지 ,브리즈베이호텔,관광숙박업,126.9307287,33.4665503,5013025900,성산읍,5013025921,성산읍 성산리
157,관광숙박업,제주특별자치도 서귀포시 성산읍 수산리 2579-9 ,탐라리조트,관광숙박업,126.8621824,33.4285228,5013025900,성산읍,5013025925,성산읍 수산리
158,관광숙박업,제주특별자치도 제주시 애월읍 고내리 332-5번지 ,동도가족호텔,관광숙박업,126.3489246,33.4720758,5011025300,애월읍,5011025333,애월읍 고내리
159,관광숙박업,제주특별자치도 제주시 애월읍 고내리 332-5 ,리치호텔,관광숙박업,126.3489246,33.4720758,5011025300,애월읍,5011025333,애월읍 고내리
160,관광숙박업,제주특별자치도 서귀포시 중문동 2700-3 ,제주부영리조트,관광숙박업,126.4224701,33.2418351,5013061000,중문동,5013011200,중문동
161,관광숙박업,제주특별자치도 제주시 연동 261-3 ,해마 호텔,관광숙박업,126.4895638,33.4897191,5011065000,연동,5011013700,연동
162,관광숙박업,제주특별자치도 제주시 애월읍 신엄리 2736-1 ,베니키아호텔제주,관광숙박업,126.3623833,33.4777357,5011025300,애월읍,5011025326,애월읍 신엄리
